name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
bombkick;Bomb Kick (set 1);1998;Yun Sung;YES;-;NO;-;-;
bonzeadv;Bonze Adventure (World, Newer);1988;Taito Corporation Japan;YES;-;NO;-;-;
bottom9;Bottom of the Ninth (ver. T);1989;Konami;YES;-;NO;-;-;
bowlrama;Bowl-O-Rama;1991;P&P Marketing;YES;-;NO;-;-;
boxyboy;Boxy Boy (SB?);1990;Namco;YES;-;NO;-;-;
brain;Brain;1986;Coreland / Sega;YES;-;NO;-;-;
breakers;Breakers;1996;Visco;YES;neogeo;NO;-;-;
bullfgt;Bullfight (315-5065);1984;Coreland / Sega;YES;-;NO;-;-;
burningf;Burning Fight (NGM-018)(NGH-018);1991;SNK;YES;neogeo;NO;-;-;
burnforc;Burning Force (Japan, new version (Rev C));1989;Namco;YES;-;NO;-;-;
cachat;Cachat (Japan);1993;Taito Corporation;YES;-;NO;-;-;
canvas;Canvas Croquis;1985;SNK;YES;-;NO;-;-;
cavelon;Cavelon;1983;Jetsoft;YES;-;NO;-;-;
chaknpop;Chack'n Pop;1983;Taito Corporation;YES;-;NO;-;-;
champwr;Champion Wrestler (World);1989;Taito Corporation Japan;YES;-;NO;-;-;
changes;Changes;1982;Orca;YES;-;NO;-;-;
checkman;Check Man;1982;Zilex-Zenitone;YES;-;NO;-;-;
chelnov;Chelnov - Atomic Runner (World);1988;Data East Corporation;YES;-;NO;-;-;
chimerab;Chimera Beast (prototype);1993;Jaleco;YES;-;NO;-;-;
chinagat;China Gate (US);1988;Technos Japan (Taito Romstar license);YES;-;NO;-;-;
chinatwn;China Town (Japan);1991;Data East Corporation;YES;-;NO;-;-;
chokchok;Choky! Choky!;1995;SemiCom;YES;-;NO;-;-;
chopper;Chopper I (US set 1);1988;SNK;YES;-;NO;-;-;
chukatai;Chuka Taisen (World);1988;Taito Corporation Japan;YES;-;NO;-;-;
cleopatr;Cleopatra Fortune (Ver 2.1J 1996/09/05);1996;Taito Corporation;YES;-;NO;-;-;
combh;Combat Hawk;1987;Sega / Sanritsu;YES;-;NO;-;-;
commandw;Command War - Super Special Battle & War Game (Ver 0.0J) (Prototype) [Prototype];1992;Taito Corporation;YES;-;NO;-;-;
cookbib;Cookie & Bibi (set 1);1995;SemiCom;YES;-;NO;-;-;
cookbib2;Cookie & Bibi 2;1996;SemiCom;YES;-;NO;-;-;
cookbib3;Cookie & Bibi 3;1997;SemiCom;YES;-;NO;-;-;
cosmccop;Cosmic Cop (World);1991;Irem;YES;-;NO;-;-;
galivan;Cosmo Police Galivan (12/26/1985);1985;Nichibutsu;YES;-;NO;-;-;
qcrayon2;Crayon Shinchan Orato Asobo (Japan);1993;Taito Corporation;YES;-;NO;-;-;
cclimber;Crazy Climber (US);1980;Nichibutsu;YES;-;NO;-;-;
cclimbr2;Crazy Climber 2 (Japan);1988;Nichibutsu;YES;-;NO;-;-;
crimec;Crime City (World);1989;Taito Corporation Japan;YES;-;NO;-;-;
crimfght;Crime Fighters (World 2 players);1989;Konami;YES;-;NO;-;-;
crospang;Cross Pang;1998;F2 System;YES;-;NO;-;-;
crsword;Crossed Swords (ALM-002)(ALH-002);1991;Alpha Denshi Co.;YES;neogeo;NO;-;-;
cbuster;Crude Buster (World FX version);1990;Data East Corporation;YES;-;NO;-;-;
cubybop;Cuby Bop (location test);199?;Hot-B Co., Ltd.;YES;-;NO;-;-;
cybattlr;Cybattler;1993;Jaleco;YES;-;NO;-;-;
cyberlip;Cyber-Lip (NGM-010);1990;SNK;YES;neogeo;NO;-;-;
dcon;D-Con;1992;Success;YES;-;NO;-;-;
daitorid;Daitoride;1995;Metro;YES;-;NO;-;-;
dankuga;Dan-Ku-Ga (Ver 0.0J 1994/12/13) (Prototype) [Prototype, Missing graphics are normal in this prototype];1994;Taito Corporation;YES;-;NO;-;-;
darktowr;Dark Tower;1992;Game Room;YES;-;NO;-;-;
darwin;Darwin 4078 (Japan);1986;Data East Corporation;YES;-;NO;-;-;
deerhunt;Deer Hunting USA V4.3;2000;Sammy USA Corporation;YES;-;NO;-;-;
redufo;Defend the Terra Attack on the Red UFO;1981;Artic;YES;-;NO;-;-;
diggerma;Digger Man [Homebrew];2000;Kyle Hodgetts;YES;neogeo;NO;-;-;
dingo;Dingo;1983;Ashby Computers and Graphics LTD. (Jaleco license);YES;-;NO;-;-;
disco;Disco No.1;1982;Data East;YES;-;NO;-;-;
diverboy;Diver Boy;1992;Electronic Devices Italy;YES;-;NO;-;-;
dockman;Dock Man [Parent set for working drivers];1982;Taito Corporation;YES;-;NO;-;-;
dogfight;Dog Fight (Thunderbolt);1983;Orca / Thunderbolt;YES;-;NO;-;-;
dokaben;Dokaben (Japan);1989;Capcom;YES;-;NO;-;-;
doubledr;Double Dragon (Neo-Geo);1995;Technos;YES;neogeo;NO;-;-;
ddragon3;Double Dragon 3 - The Rosetta Stone (US);1990;Technos Japan;YES;-;NO;-;-;
drgnbowl;Dragon Bowl;1992;Nics;YES;-;NO;-;-;
drgnbstr;Dragon Buster [Missing sounds];1984;Namco;YES;-;NO;-;-;
drgnmst;Dragon Master;1994;Unico;YES;-;NO;-;-;
dspirit;Dragon Spirit (new version (DS3));1987;Namco;YES;-;NO;-;-;
dbz2;Dragonball Z 2 - Super Battle;1994;Banpresto;YES;-;NO;-;-;
dsoccr94;Dream Soccer '94 (World, M107 hardware);1994;Irem (Data East Corporation license);YES;-;NO;-;-;
drivfrcp;Driving Force (Pac-Man conversion);1984;Shinkai Inc. (Magic Eletronics Inc. license);YES;-;NO;-;-;
dyger;Dyger (Korea set 1);1989;Philko;YES;-;NO;-;-;
edf;E.D.F. : Earth Defense Force (set 1);1991;Jaleco;YES;-;NO;-;-;
egghunt;Egg Hunt;1995;Invi Image;YES;-;NO;-;-;
8ballact;Eight Ball Action (DK conversion) [Parent set for working drivers];1984;Seatongrove Ltd (Magic Eletronics USA licence);YES;-;NO;-;-;
eightfrc;Eight Forces;1994;Tecmo;YES;-;NO;-;-;
eightman;Eight Man (NGM-025)(NGH-025);1991;SNK / Pallas;YES;neogeo;NO;-;-;
esckids;Escape Kids (Asia, 4 Players);1991;Konami;YES;-;NO;-;-;
euroch92;Euro Champ '92 (World);1992;Taito Corporation Japan;YES;-;NO;-;-;
exctleag;Excite League (FD1094 317-0079);1989;Sega;YES;-;NO;-;-;
explbrkr;Explosive Breaker;1992;Kaneko;YES;-;NO;-;-;
f1gp;F-1 Grand Prix;1991;Video System Co.;YES;-;NO;-;-;
f1gp2;F-1 Grand Prix Part II;1992;Video System Co.;YES;-;NO;-;-;
fncywld;Fancy World - Earth of Crisis;1996;Unico;YES;-;NO;-;-;
fantland;Fantasy Land (set 1);19??;Electronic Devices Italy;YES;-;NO;-;-;
fatfury1;Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai (NGM-033)(NGH-033);1992;SNK;YES;neogeo;NO;-;-;
fitegolf;Fighting Golf (World?);1988;SNK;YES;-;NO;-;-;
fightrol;Fighting Roller;1983;Kaneko (Taito license);YES;-;NO;-;-;
fsoccer;Fighting Soccer (version 4);1988;SNK;YES;-;NO;-;-;
finalb;Final Blow (World);1988;Taito Corporation Japan;YES;-;NO;-;-;
fstarfrc;Final Star Force (US);1992;Tecmo;YES;-;NO;-;-;
finalttr;Final Tetris;1993;Jeil Computer System;YES;-;NO;-;-;
finalizr;Finalizer - Super Transformation;1985;Konami;YES;-;NO;-;-;
finehour;Finest Hour (Japan);1989;Namco;YES;-;NO;-;-;
fireshrk;Fire Shark;1990;Toaplan;YES;-;NO;-;-;
flashgal;Flashgal (set 1);1985;Sega;YES;-;NO;-;-;
fshark;Flying Shark (World);1987;Toaplan / Taito Corporation;YES;-;NO;-;-;
flytiger;Flying Tiger (set 1);1992;Dooyong;YES;-;NO;-;-;
forgottn;Forgotten Worlds (World, newer);1988;Capcom;YES;-;NO;-;-;
formatz;Formation Z;1984;Jaleco;YES;-;NO;-;-;
freeze;Freeze;1984;Cinematronics;YES;-;NO;-;-;
friskyt;Frisky Tom (set 1);1981;Nichibutsu;YES;-;NO;-;-;
funkybee;Funky Bee;1982;Orca;YES;-;NO;-;-;
fnkyfish;Funky Fish;1981;Sun Electronics;YES;-;NO;-;-;
futspy;Future Spy;1984;Sega;YES;-;NO;-;zaxxon;
gaia;Gaia Crusaders;1999;Noise Factory;YES;-;NO;-;-;
galaxygn;Galaxy Gunners [No Sound.];1989;Electronic Devices Italy;YES;-;NO;-;-;
galmedes;Galmedes (Japan);1992;Visco;YES;-;NO;-;-;
ganryu;Ganryu / Musashi Ganryuki;1999;Visco;YES;neogeo;NO;-;-;
gardia;Gardia (317-0006);1986;Coreland / Sega;YES;-;NO;-;-;
garyoret;Garyo Retsuden (Japan);1987;Data East Corporation;YES;-;NO;-;-;
gemini;Gemini Wing (Japan);1987;Tecmo;YES;-;NO;-;-;
genix;Genix Family;1994;NIX;YES;-;NO;-;-;
genpeitd;Genpei ToumaDen;1986;Namco;YES;-;NO;-;-;
gpilots;Ghost Pilots (NGM-020)(NGH-020);1991;SNK;YES;neogeo;NO;-;-;
ginganin;Ginga NinkyouDen (set 1);1987;Jaleco;YES;-;NO;-;-;
yamagchi;Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun;1985;Kaneko / Taito;YES;-;NO;-;-;
goldmedl;Gold Medalist (set 1);1988;SNK;YES;-;NO;-;-;
gotcha;Got-cha Mini Game Festival;1997;Dongsung;YES;-;NO;-;-;
gulfstrm;Gulf Storm (set 1);1991;Dooyong;YES;-;NO;-;-;
gulfwar2;Gulf War II (set 1);1991;Comad;YES;-;NO;-;-;
gunnail;GunNail (28th May. 1992);1993;NMK / Tecmo;YES;nmk004;NO;-;-;
gururin;Gururin;1994;Face;YES;neogeo;NO;-;-;
guzzler;Guzzler;1983;Tehkan;YES;-;NO;-;-;
hachoo;Hachoo!;1989;Jaleco;YES;-;NO;-;-;
hal21;HAL21;1984;SNK;YES;-;NO;-;-;
hardhead;Hard Head;1988;SunA;YES;-;NO;-;-;
hardhea2;Hard Head 2 (v2.0);1991;SunA;YES;-;NO;-;-;
hasamu;Hasamu (Japan);1991;Irem;YES;-;NO;-;-;
htchctch;Hatch Catch;1995;SemiCom;YES;-;NO;-;-;
hwchamp;Heavyweight Champ;1987;Sega;YES;-;NO;-;-;
hellfire;Hellfire (2P Ver.);1989;Toaplan (Taito License);YES;-;NO;-;-;
hoccer;Hoccer (set 1);1983;Eastern Micro Electronics, Inc.;YES;-;NO;-;-;
hopprobo;Hopper Robo;1983;Sega;YES;-;NO;-;-;
hopmappy;Hopping Mappy;1986;Namco;YES;-;NO;-;-;
hotmind;Hot Mind (Hard Times hardware);1996;Playmark;YES;-;NO;-;-;
hcrash;Hyper Crash (version D);1987;Konami;YES;-;NO;-;-;
hyperpac;Hyper Pacman;1995;SemiCom;YES;-;NO;-;-;
ikki;Ikki (Japan);1985;Sun Electronics;YES;-;NO;-;-;
jchan2;Jackie Chan in Fists of Fire;1995;Kaneko;YES;-;NO;-;-;
jitsupro;Jitsuryoku!! Pro Yakyuu (Japan);1989;Jaleco;YES;-;NO;-;-;
joinem;Joinem;1986;Global Corporation;YES;-;NO;-;-;
jumpbug;Jump Bug;1981;Rock-ola;YES;-;NO;-;-;
jumpkids;Jump Kids;1993;Comad;YES;-;NO;-;-;
jumpshot;Jump Shot;1985;Bally Midway;YES;-;NO;-;-;
kageki;Kageki (US);1988;Taito America Corporation (Romstar license);YES;-;NO;-;-;
kickoff;Kick Off (Japan);1988;Jaleco;YES;-;NO;-;-;
kickridr;Kick Rider;1984;Universal;YES;-;NO;-;-;
kingball;King & Balloon (US);1980;Namco;YES;-;NO;-;-;
kbash;Knuckle Bash;1993;Toaplan / Atari;YES;-;NO;-;-;
kbash2;Knuckle Bash 2 (bootleg) [Bootleg];1999;bootleg;YES;-;NO;-;-;
kncljoe;Knuckle Joe (set 1);1985;[Seibu Kaihatsu] (Taito license);YES;-;NO;-;-;
konamigt;Konami GT;1985;Konami;YES;-;NO;-;-;
korokoro;Koro Koro Quest (Japan);1999;Takumi;YES;-;NO;-;-;
strahl;Koutetsu Yousai Strahl (Japan set 1);1992;UPL;YES;nmk004;NO;-;-;
kurikint;Kuri Kinton (World);1988;Taito Corporation Japan;YES;-;NO;-;-;
kyros;Kyros;1987;Alpha Denshi Co. (World Games Inc. license);YES;-;NO;-;-;
lasso;Lasso;1982;SNK;YES;-;NO;-;-;
lastfort;Last Fortress - Toride;1994;Metro;YES;-;NO;-;-;
kyustrkr;Last Striker / Kyuukyoku no Striker;1989;East Technology;YES;-;NO;-;-;
legend;Legend;1986;Sega / Coreland;YES;-;NO;-;-;
lomakai;Legend of Makai (World);1988;Jaleco;YES;-;NO;-;-;
legion;Legion - Spinner-87 (World ver 2.03);1987;Nichibutsu;YES;-;NO;-;-;
lethalth;Lethal Thunder (World);1991;Irem;YES;-;NO;-;-;
levers;Levers;1983;Rock-ola;YES;-;NO;-;-;
lizwiz;Lizard Wizard;1985;Techstar (Sunn license);YES;-;NO;-;-;
lnc;Lock'n'Chase;1981;Data East Corporation;YES;-;NO;-;-;
madcrash;Mad Crasher;1984;SNK;YES;-;NO;-;-;
mjleague;Major League;1985;Sega;YES;-;NO;-;-;
maniacsq;Maniac Square (unprotected);1996;Gaelco;YES;-;NO;-;-;
marineb;Marine Boy;1982;Orca;YES;-;NO;-;-;
mariner;Mariner;1981;Armenip;YES;-;NO;-;-;
markham;Markham;1983;Sun Electronics;YES;-;NO;-;-;
matchit2;Match It II;1993;Tamtex;YES;-;NO;-;-;
mofflott;Maze of Flott (Japan);1989;Taito Corporation;YES;-;NO;-;-;
megablst;Mega Blast (World);1989;Taito Corporation Japan;YES;-;NO;-;-;
megadon;Megadon;1982;Epos Corporation (Photar Industries License);YES;-;NO;-;-;
merlinmm;Merlins Money Maze;1986;Zilec-Zenitone;YES;-;NO;-;-;
metafox;Meta Fox;1989;Seta;YES;-;NO;-;-;
metlsavr;Metal Saver;1994;First Amusement;YES;-;NO;-;-;
mimonkey;Mighty Monkey;198?;Universal Video Games;YES;-;NO;-;-;
minefld;Minefield;1983;Stern;YES;-;NO;-;-;
mmonkey;Minky Monkey;1982;Technos Japan / Roller Tron;YES;-;NO;-;-;
mirax;Mirax (set 1);1985;Current Technologies;YES;-;NO;-;-;
m660;Mission 660 (US);1986;Wood Place Inc. (Taito America Corporation license);YES;-;NO;-;-;
msgundam;Mobile Suit Gundam;1993;Banpresto;YES;-;NO;-;-;
gundamex;Mobile Suit Gundam EX Revue;1994;Banpresto;YES;-;NO;-;-;
mole;Mole Attack;1982;Yachiyo Electronics, Ltd.;YES;-;NO;-;-;
momoko;Momoko 120% (Japanese text);1986;Jaleco;YES;-;NO;-;-;
mstworld;Monsters World (bootleg of Super Pang);1994;bootleg (TCH);YES;-;NO;-;-;
mshuttle;Moon Shuttle (US?) [Incomplete Sound];1981;Nichibutsu;YES;-;NO;-;-;
moonwar;Moonwar;1981;Stern;YES;-;NO;-;-;
mrgoemon;Mr. Goemon (Japan);1986;Konami;YES;-;NO;-;-;
mrjong;Mr. Jong (Japan);1983;Kiwako;YES;-;NO;-;-;
mrkougar;Mr. Kougar;1984;ATW;YES;-;NO;-;-;
mrtnt;Mr. TNT;1982;Telko;YES;-;NO;-;-;
mugsmash;Mug Smashers;1990?;Electronic Devices Italy / 3D Games England;YES;-;NO;-;-;
mustache;Mustache Boy (Japan);1987;Seibu Kaihatsu (March license);YES;-;NO;-;-;
mutantf;Mutant Fighter (World ver EM-5);1992;Data East Corporation;YES;-;NO;-;-;
mnight;Mutant Night;1987;UPL;YES;-;NO;-;-;
nastar;Nastar (World);1988;Taito Corporation Japan;YES;-;NO;-;-;
nmouse;Naughty Mouse (set 1);1981;Amenip (Palcom Queen River);YES;-;NO;-;-;
ncombat;Ninja Combat (NGM-009);1990;Alpha Denshi Co.;YES;neogeo;NO;-;-;
ncommand;Ninja Commando;1992;Alpha Denshi Co.;YES;neogeo;NO;-;-;
kazan;Ninja Kazan (World);1988;Jaleco;YES;-;NO;-;-;
nost;Nostradamus;1993;Face;YES;-;NO;-;-;
ohmygod;Oh My God!;1993;Atlus;YES;-;NO;-;-;
oisipuzl;Oishii Puzzle Ha Irimasenka;1993;Sunsoft / Atlus;YES;-;NO;-;-;
omegaf;Omega Fighter;1989;UPL;YES;-;NO;-;-;
onna34ro;Onna Sansirou - Typhoon Gal;1985;Taito;YES;-;NO;-;-;
opwolf3;Operation Wolf 3 (World);1994;Taito Corporation Japan;YES;-;NO;-;-;
p47;P-47 - The Phantom Fighter (World);1988;Jaleco;YES;-;NO;-;-;
paddlema;Paddle Mania;1988;SNK;YES;-;NO;-;-;
pass;Pass;1992;Oksan;YES;-;NO;-;-;
pbillrd;Perfect Billiard;1987;Nihon System;YES;-;NO;-;-;
pirates;Pirates (set 1);1994;NIX;YES;-;NO;-;-;
pistoldm;Pistol Daimyo no Bouken (Japan);1990;Namco;YES;-;NO;-;-;
poitto;Poitto!;1993;Metro / Able Corp.;YES;-;NO;-;-;
pollux;Pollux (set 1);1991;Dooyong;YES;-;NO;-;-;
pspikes2;Power Spikes II (NGM-068);1994;Video System Co.;YES;neogeo;NO;-;-;
psurge;Power Surge;1988;Vision Electronics;YES;-;NO;-;-;
progress;Progress;1984;Chuo Co. Ltd;YES;-;NO;-;-;
psychos;Psycho Soldier (US);1987;SNK;YES;-;NO;-;-;
4in1boot;Puzzle King [Bootleg];2002;K1 Soft;YES;-;NO;-;-;
joyjoy;Puzzled / Joy Joy Kid (NGM-021)(NGH-021);1990;SNK;YES;neogeo;NO;-;-;
rshark;R-Shark;1995;Dooyong;YES;-;NO;-;-;
rackemup;Rack 'em Up (program code L);1987;Konami;YES;-;NO;-;-;
racknrol;Rack + Roll;1986;Status (Shinkai License);YES;-;NO;-;-;
radarscp;Radar Scope [No sound];1980;Nintendo;YES;-;NO;-;-;
stratof;Raiga - Strato Fighter (US);1991;Tecmo;YES;-;NO;-;-;
rchase;Rail Chase (World);1991;Sega;YES;-;NO;-;-;
razmataz;Razzmatazz;1983;Sega;YES;-;NO;-;-;
reaktor;Reaktor (Track & Field conversion);1987;Zilec;YES;-;NO;-;-;
recordbr;Recordbreaker (World);1988;Taito Corporation Japan;YES;-;NO;-;-;
regulus;Regulus (315-5033, rev. A);1983;Sega;YES;-;NO;-;-;
renegade;Renegade (US);1986;Technos (Taito America license);YES;-;NO;-;-;
rescue;Rescue;1982;Stern;YES;-;NO;-;-;
ridingf;Riding Fight (Ver 1.0O);1992;Taito Corporation Japan;YES;-;NO;-;-;
ridhero;Riding Hero (NGM-006)(NGH-006);1990;SNK;YES;neogeo;NO;-;-;
ringrage;Ring Rage (Ver 2.3O 1992/08/09);1992;Taito Corporation Japan;YES;-;NO;-;-;
riot;Riot;1992;NMK;YES;-;NO;-;-;
riotcity;Riot City (Japan);1991;Sega / Westone;YES;-;NO;-;-;
roadf;Road Fighter (set 1);1984;Konami;YES;-;NO;-;-;
rockclim;Rock Climber;1981;Taito;YES;-;NO;-;-;
rockrage;Rock'n Rage (World);1986;Konami;YES;-;NO;-;-;
rollerg;Rollergames (US);1991;Konami;YES;-;NO;-;-;
ryukyu;RyuKyu (Japan, FD1094 317-5023);1990;Success / Sega;YES;-;NO;-;-;
spy;S.P.Y. - Special Project Y (World ver. N);1989;Konami;YES;-;NO;-;-;
srdmissn;S.R.D. Mission;1986;Taito Corporation;YES;-;NO;-;-;
ssmissin;S.S. Mission;1992;Comad;YES;-;NO;-;-;
sabotenb;Saboten Bombers (set 1);1992;NMK / Tecmo;YES;-;NO;-;-;
stdragon;Saint Dragon (set 1);1989;Jaleco;YES;-;NO;-;-;
tsamurai;Samurai Nihon-Ichi (set 1);1985;Kaneko / Taito;YES;-;NO;-;-;
sandscrp;Sand Scorpion;1992;Face;YES;-;NO;-;-;
searchar;SAR - Search And Rescue (World);1989;SNK;YES;-;NO;-;-;
scion;Scion [Music horribly broken, use scionc instead!];1984;Seibu Denshi;YES;-;NO;-;stinger;
scotrsht;Scooter Shooter;1985;Konami;YES;-;NO;-;-;
scregg;Scrambled Egg;1983;Technos;YES;-;NO;-;-;
sdfight;SD Fighters (Korea);1996;SemiCom;YES;-;NO;-;-;
neobattl;SD Gundam Neo Battling (Japan);1992;Banpresto / Sotsu Agency. Sunrise;YES;-;NO;-;-;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;1991;Banpresto / Bandai;YES;-;NO;-;-;
senknow;Sen-Know (Japan);1999;Kaneko / Kouyousha;YES;skns;NO;-;-;
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);1991;SNK;YES;neogeo;NO;-;-;
sfx;SF-X [Incomplete Sound];1983;Nichibutsu;YES;-;NO;-;-;
shackled;Shackled (US);1986;Data East USA;YES;-;NO;-;-;
tshingen;Shingen Samurai-Fighter (Japan, English) [Game crashes in level 2, play tshingena instead!];1988;Jaleco;YES;-;NO;-;-;
shootout;Shoot Out (US);1985;Data East USA;YES;-;NO;-;-;
shtrider;Shot Rider;1985;Seibu Kaihatsu;YES;-;NO;-;-;
silentd;Silent Dragon (World);1992;Taito Corporation Japan;YES;-;NO;-;-;
silkworm;Silk Worm (World);1988;Tecmo;YES;-;NO;-;-;
skyalert;Sky Alert;1992;Metro;YES;-;NO;-;-;
skyarmy;Sky Army;1982;Shoei;YES;-;NO;-;-;
skyfox;Sky Fox;1987;Jaleco (Nichibutsu USA license);YES;-;NO;-;-;
skyskipr;Sky Skipper;1981;Nintendo;YES;-;NO;-;-;
skysmash;Sky Smasher;1990;Nihon System;YES;-;NO;-;-;
skysoldr;Sky Soldiers (US);1988;Alpha Denshi Co. (SNK of America/Romstar license);YES;-;NO;-;-;
slapshot;Slap Shot (Japan);1994;Taito Corporation;YES;-;NO;-;-;
snapper;Snapper (Korea);1990;Philko;YES;-;NO;-;-;
sonicbom;Sonic Boom (FD1094 317-0053);1987;Sega;YES;-;NO;-;-;
sotsugyo;Sotsugyo Shousho;1995;Mitchell (Atlus license);YES;-;NO;-;-;
spcpostn;Space Position (Japan);1986;Sega / Nasco;YES;-;NO;-;-;
spinlbrk;Spinal Breakers (World);1990;V-System Co.;YES;-;NO;-;-;
stagger1;Stagger I (Japan);1998;Afega;YES;-;NO;-;-;
stakwin;Stakes Winner / Stakes Winner - GI kinzen seiha e no michi;1995;Saurus;YES;neogeo;NO;-;-;
stakwin2;Stakes Winner 2;1996;Saurus;YES;neogeo;NO;-;-;
starjack;Star Jacker (Sega);1983;Sega;YES;-;NO;-;-;
stlforce;Steel Force;1994;Electronic Devices Italy / Ecogames S.L. Spain;YES;-;NO;-;-;
stratgyx;Strategy X;1981;Konami;YES;-;NO;-;-;
streetsm;Street Smart (US version 2);1989;SNK;YES;-;NO;-;-;
stg;Strike Gunner S.T.G;1991;Athena / Tecmo;YES;-;NO;-;-;
sub;Submarine (Sigma);1985;Sigma Enterprises Inc.;YES;-;NO;-;-;
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13) [Use service coin! (game has issues)];1993;Taito Corporation Japan;YES;-;NO;-;-;
suprglob;Super Glob;1983;Epos Corporation;YES;-;NO;-;-;
