name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof
3countba;3 Count Bout / Fire Suplex (NGM-043);1993;SNK;NO;3countb;YES;3countb;-
4enrayaa;4 En Raya (set 2);1990;IDSA;NO;4enraya;YES;4enraya;-
600;600;1981;Konami;NO;turtles;YES;turtles;-
64streetja;64th. Street - A Detective Story (Japan, alt);1991;Jaleco;NO;64street;YES;64street;-
64streetj;64th. Street - A Detective Story (Japan, set 1);1991;Jaleco;NO;64street;YES;64street;-
800fath;800 Fathoms;1981;Amenip (US Billiards Inc. license);NO;mariner;YES;mariner;-
abcopjd;A.B. Cop (Japan, FD1094 317-0169b decrypted) [Bootleg];1990;Sega;NO;abcop;YES;abcop;-
abcopj;A.B. Cop (Japan, FD1094 317-0169b);1990;Sega;NO;abcop;YES;abcop;-
abcopd;A.B. Cop (World, FD1094 317-0169b decrypted) [Bootleg];1990;Sega;NO;abcop;YES;abcop;-
abscam;Abscam;1981;GL (US Billiards License);NO;puckman;YES;puckman;-
aceattaca;Ace Attacker (Japan, System 16A, FD1094 317-0060);1986;Sega;NO;aceattac;YES;aceattac;-
dogfgtu;Acrobatic Dog-Fight (USA);1985;Technos Japan (Data East USA, Inc. license);NO;dogfgt;YES;dogfgt;-
actfancrj;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);1989;Data East Corporation;NO;actfancr;YES;actfancr;-
actfancr1;Act-Fancer Cybernetick Hyper Weapon (World revision 1);1989;Data East Corporation;NO;actfancr;YES;actfancr;-
cworld2ja;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 90629B-3, no battery);1992;Capcom;NO;cworld2j;YES;cworld2j;-
cworld2jb;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 91634B-2);1992;Capcom;NO;cworld2j;YES;cworld2j;-
aerofgtb;Aero Fighters (Turbo Force hardware set 1);1992;Video System Co.;NO;aerofgt;YES;aerofgt;-
aerofgtc;Aero Fighters (Turbo Force hardware set 2);1992;Video System Co.;NO;aerofgt;YES;aerofgt;-
aeroboto;Aeroboto;1984;Jaleco (Williams license);NO;formatz;YES;formatz;-
aburner;After Burner;1987;Sega;NO;aburner2;YES;aburner2;-
aburner2g;After Burner II (German);1987;Sega;NO;aburner2;YES;aburner2;-
agentx1;Agent X (prototype, rev 1);1983;Atari;NO;cloak;YES;cloak;-
agentx2;Agent X (prototype, rev 2);1983;Atari;NO;cloak;YES;cloak;-
agentx3;Agent X (prototype, rev 3);1983;Atari;NO;cloak;YES;cloak;-
agentx4;Agent X (prototype, rev 4);1983;Atari;NO;cloak;YES;cloak;-
agressb;Agress (English bootleg);2003;Palco;NO;agress;YES;agress;-
airattcka;Air Attack (set 2);1996;Comad;NO;airattck;YES;airattck;-
airbustrb;Air Buster: Trouble Specialty Raid Unit (bootleg) [Bootleg];1990;bootleg;NO;airbustr;YES;airbustr;-
airbustrj;Air Buster: Trouble Specialty Raid Unit (Japan);1990;Kaneko (Namco license);NO;airbustr;YES;airbustr;-
airduelm72;Air Duel (Japan, M72);1990;Irem;NO;airduel;YES;airduel;-
agalleth;Air Gallet (Hong Kong);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletk;Air Gallet (Korea);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalleta;Air Gallet (older, Europe);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletah;Air Gallet (older, Hong Kong);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletak;Air Gallet (older, Korea);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletat;Air Gallet (older, Taiwan);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletau;Air Gallet (older, USA);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agallett;Air Gallet (Taiwan);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletu;Air Gallet (USA);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
airwolfa;Airwolf (US);1987;Kyugo (United Amusements license);NO;airwolf;YES;airwolf;-
ajaxj;Ajax (Japan);1987;Konami;NO;ajax;YES;ajax;-
akkanvdr;Akkanbeder (Ver 2.5J 1995/06/14);1995;Taito Corporation;NO;spcinv95;YES;spcinv95;-
akumajoun;Akuma-Jou Dracula (Japan ver. N);1988;Konami;NO;hcastle;YES;hcastle;-
akumajou;Akuma-Jou Dracula (Japan ver. P);1988;Konami;NO;hcastle;YES;hcastle;-
agalletj;Akuu Gallet (Japan);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
agalletaj;Akuu Gallet (older, Japan);1996;BanPresto / Gazelle;NO;agallet;YES;agallet;-
alexkidd1;Alex Kidd: The Lost Stars (set 1, FD1089A 317-unknown);1986;Sega;NO;alexkidd;YES;alexkidd;-
alienchac;Alien Challenge (China) [Imperfect sound];1994;IGS;NO;aliencha;YES;aliencha;-
astormjd;Alien Storm (set 1, Japan Rev B, 2 Players, FD1094 317-0146 decrypted) [Bootleg];1990;Sega;NO;astorm;YES;astorm;-
astormj;Alien Storm (set 1, Japan Rev B, 2 Players, FD1094 317-0146);1990;Sega;NO;astorm;YES;astorm;-
astormud;Alien Storm (set 2, US, 3 Players, FD1094 317-0147 decrypted) [Bootleg];1990;Sega;NO;astorm;YES;astorm;-
astormu;Alien Storm (set 2, US, 3 Players, FD1094 317-0147);1990;Sega;NO;astorm;YES;astorm;-
astorm3d;Alien Storm (set 3, World, 3 Players, FD1094 317-0148 decrypted) [Bootleg];1990;Sega;NO;astorm;YES;astorm;-
astorm3;Alien Storm (set 3, World, 3 Players, FD1094 317-0148);1990;Sega;NO;astorm;YES;astorm;-
aliensynjo;Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033);1987;Sega;NO;aliensyn;YES;aliensyn;-
aliensyn2;Alien Syndrome (set 2, System 16A, FD1089A 317-0033);1987;Sega;NO;aliensyn;YES;aliensyn;-
aliensyn3;Alien Syndrome (set 3, System 16B, FD1089A 317-0033);1987;Sega;NO;aliensyn;YES;aliensyn;-
aliensyn5;Alien Syndrome (set 5, System 16A, FD1089B 317-0037);1987;Sega;NO;aliensyn;YES;aliensyn;-
aliensynj;Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033);1987;Sega;NO;aliensyn;YES;aliensyn;-
aliensyn7;Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx);1987;Sega;NO;aliensyn;YES;aliensyn;-
avspa;Alien vs Predator (940520 Asia);1994;Capcom;NO;avsp;YES;avsp;-
avspd;Alien vs Predator (940520 Euro Phoenix Edition) [Bootleg];1994;bootleg;NO;avsp;YES;avsp;-
avsph;Alien vs Predator (940520 Hispanic);1994;Capcom;NO;avsp;YES;avsp;-
avspj;Alien vs Predator (940520 Japan);1994;Capcom;NO;avsp;YES;avsp;-
avspu;Alien vs Predator (940520 USA);1994;Capcom;NO;avsp;YES;avsp;-
aliensa;Aliens (Asia);1990;Konami;NO;aliens;YES;aliens;-
aliensj;Aliens (Japan set 1);1990;Konami;NO;aliens;YES;aliens;-
aliensj2;Aliens (Japan set 2);1990;Konami;NO;aliens;YES;aliens;-
aliensu;Aliens (US);1990;Konami;NO;aliens;YES;aliens;-
aliens2;Aliens (World set 2);1990;Konami;NO;aliens;YES;aliens;-
aliens3;Aliens (World set 3);1990;Konami;NO;aliens;YES;aliens;-
aligatorun;Alligator Hunt (unprotected);1994;Gaelco;NO;aligator;YES;aligator;-
alphamis;Alpha Mission;1985;SNK;NO;aso;YES;aso;-
alpham2p;Alpha Mission II / ASO II - Last Guardian (prototype) [Prototype];1991;SNK;NO;alpham2;YES;alpham2;-
altbeast2;Altered Beast (set 2, MC-8123B 317-0066);1988;Sega;NO;altbeast;YES;altbeast;-
altbeast4;Altered Beast (set 4, MC-8123B 317-0066);1988;Sega;NO;altbeast;YES;altbeast;-
altbeast5d;Altered Beast (set 5, FD1094 317-0069 decrypted) [Bootleg];1988;Sega;NO;altbeast;YES;altbeast;-
altbeast5;Altered Beast (set 5, FD1094 317-0069);1988;Sega;NO;altbeast;YES;altbeast;-
altbeast6;Altered Beast (set 6, 8751 317-0076);1988;Sega;NO;altbeast;YES;altbeast;-
ambushh;Ambush (hack?);1983;Tecfri;NO;ambush;YES;ambush;-
ambushj;Ambush (Japan);1983;Nippon Amuse Co-Ltd;NO;ambush;YES;ambush;-
ambushv;Ambush (Volt Elec co-ltd);1983;Volt Elec co-ltd;NO;ambush;YES;ambush;-
anteaterg;Ameisenbaer (German);1983;TV-Tuning (F.E.G. license);NO;anteater;YES;anteater;-
amidarb;Amidar (bootleg) [Bootleg];1982;bootleg;NO;amidar;YES;amidar;-
amidar1;Amidar (older);1981;Konami;NO;amidar;YES;amidar;-
amidaro;Amidar (Olympia);1982;Konami (Olympia license);NO;amidar;YES;amidar;-
amidars;Amidar (Scramble hardware);1982;Konami;NO;amidar;YES;amidar;-
amidaru;Amidar (Stern);1982;Konami (Stern license);NO;amidar;YES;amidar;-
amigo;Amigo [Bootleg];1982;bootleg;NO;amidar;YES;amidar;-
androidpo;Android (prototype, early build);198?;Nasco;NO;androidp;YES;androidp;-
aponow;Apocaljpse Now [Bootleg];1982;bootleg;NO;rescue;YES;rescue;-
aquajackj;Aquajack (Japan);1990;Taito Corporation;NO;aquajack;YES;aquajack;-
aquajacku;Aquajack (US);1990;Taito Corporation;NO;aquajack;YES;aquajack;-
aquariumj;Aquarium (Japan);1996;Excellent System;NO;aquarium;YES;aquarium;-
arabiana;Arabian (Atari);1983;[Sun Electronics] (Atari license);NO;arabian;YES;arabian;-
arabianmu;Arabian Magic (Ver 1.0A 1992/07/06);1992;Taito America Corporation;NO;arabianm;YES;arabianm;-
arabianmj;Arabian Magic (Ver 1.0J 1992/07/06);1992;Taito Corporation;NO;arabianm;YES;arabianm;-
aracnis;Aracnis (bootleg of Scorpion on Moon Cresta hardware) [Bootleg];19??;bootleg;NO;scorpion;YES;scorpion;-
area88r;Area 88 (Japan Resale ver.);1989;Daipro / Capcom;NO;unsquad;YES;unsquad;-
area88;Area 88 (Japan);1989;Daipro / Capcom;NO;unsquad;YES;unsquad;-
lwingsj;Ares no Tsubasa (Japan);1986;Capcom;NO;lwings;YES;lwings;-
rygarj;Argus no Senshi (Japan);1986;Tecmo;NO;rygar;YES;rygar;-
arian;Arian Mission;1985;SNK;NO;aso;YES;aso;-
arkgcbl;Arkanoid (bootleg on Block hardware) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arkanoidjbl;Arkanoid (bootleg with MCU set 1) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arkanoidjbl2;Arkanoid (bootleg with MCU set 2) [Bootleg];1986;bootleg (Beta);NO;arkanoid;YES;arkanoid;-
arkanoidjbla;Arkanoid (bootleg with MCU, alt) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
ark1ball;Arkanoid (bootleg with MCU, harder) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
ark1balla;Arkanoid (bootleg with MCU, harder, alt) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arkangc;Arkanoid (Game Corporation bootleg, set 1) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arkangc2;Arkanoid (Game Corporation bootleg, set 2) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arkanoidj;Arkanoid (Japan);1986;Taito Corporation;NO;arkanoid;YES;arkanoid;-
arkanoidja;Arkanoid (Japan, older rev);1986;Taito Corporation;NO;arkanoid;YES;arkanoid;-
arkanoidjb;Arkanoid (Japan, oldest rev);1986;Taito Corporation;NO;arkanoid;YES;arkanoid;-
arkatayt;Arkanoid (Tayto bootleg) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arktayt2;Arkanoid (Tayto bootleg, harder) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-
arkanoidu;Arkanoid (US);1986;Taito America Corporation (Romstar license);NO;arkanoid;YES;arkanoid;-
arkanoiduo;Arkanoid (US, oldest rev);1986;Taito America Corporation (Romstar license);NO;arkanoid;YES;arkanoid;-
arknoid2b;Arkanoid - Revenge of DOH (Japan bootleg);1987;bootleg;NO;arknoid2;YES;arknoid2;-
arknoid2j;Arkanoid - Revenge of DOH (Japan);1987;Taito Corporation;NO;arknoid2;YES;arknoid2;-
arknoid2u;Arkanoid - Revenge of DOH (US);1987;Taito America Corporation (Romstar license);NO;arknoid2;YES;arknoid2;-
arkretrnu;Arkanoid Returns (Ver 2.02A 1997/02/10);1997;Taito Corporation;NO;arkretrn;YES;arkretrn;-
arkretrnj;Arkanoid Returns (Ver 2.02J 1997/02/10);1997;Taito Corporation;NO;arkretrn;YES;arkretrn;-
armedff;Armed Formation (Fillmore license);1988;Nichibutsu (Fillmore license);NO;armedf;YES;armedf;-
batriderc;Armed Police Batrider (China) (Fri Feb 13 1998);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batriderk;Armed Police Batrider (Korea) (Fri Feb 13 1998);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batrideru;Armed Police Batrider (U.S.A.) (Fri Feb 13 1998);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batriderhk;Armed Police Batrider - A Version (Hong Kong) (Mon Dec 22 1997);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batriderja;Armed Police Batrider - A Version (Japan) (Mon Dec 22 1997);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batridert;Armed Police Batrider - A Version (Taiwan) (Mon Dec 22 1997);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
batriderj;Armed Police Batrider - B Version (Japan) (Fri Feb 13 1998);1998;Raizing / 8ing;NO;batrider;YES;batrider;-
armorcar2;Armored Car (set 2);1981;Stern;NO;armorcar;YES;armorcar;-
armwarar1;Armored Warriors (940920 Asia);1994;Capcom;NO;armwar;YES;armwar;-
armwaru1;Armored Warriors (940920 USA);1994;Capcom;NO;armwar;YES;armwar;-
armwar1d;Armored Warriors (941011 Europe Phoenix Edition) [Bootleg];1994;bootleg;NO;armwar;YES;armwar;-
armwarr1;Armored Warriors (941011 Europe);1994;Capcom;NO;armwar;YES;armwar;-
armwara;Armored Warriors (941024 Asia);1994;Capcom;NO;armwar;YES;armwar;-
armwaru;Armored Warriors (941024 USA);1994;Capcom;NO;armwar;YES;armwar;-
aof2a;Art of Fighting 2 / Ryuuko no Ken 2 (NGH-056);1994;SNK;NO;aof2;YES;aof2;-
aof3k;Art of Fighting 3 - The Path of the Warrior (Korean release);1996;SNK;NO;aof3;YES;aof3;-
ashnojoe;Ashita no Joe (Japan) [Incomplete sound];1990;Taito Corporation / Wave;NO;scessjoe;YES;scessjoe;-
ashuraj;Ashura Blaster (Japan);1990;Taito Corporation;NO;ashura;YES;ashura;-
ashurau;Ashura Blaster (US);1990;Taito America Corporation;NO;ashura;YES;ashura;-
assaultj;Assault (Japan);1988;Namco;NO;assault;YES;assault;-
assaultp;Assault Plus (Japan);1988;Namco;NO;assault;YES;assault;-
asterixaad;Asterix (ver AAD);1992;Konami;NO;asterix;YES;asterix;-
asterixeaa;Asterix (ver EAA);1992;Konami;NO;asterix;YES;asterix;-
asterixeac;Asterix (ver EAC);1992;Konami;NO;asterix;YES;asterix;-
asterixj;Asterix (ver JAD);1992;Konami;NO;asterix;YES;asterix;-
astrians;Astrians (clone of Swarm) [Bootleg];1979;BGV Ltd;NO;galaxian;YES;galaxian;-
asukaj;Asuka & Asuka (Japan);1988;Taito Corporation;NO;asuka;YES;asuka;-
asurabusa;Asura Buster - Eternal Warriors (Japan) (ARCADIA review build);2000;Fuuki;NO;asurabus;YES;asurabus;-
asideral;Ataque Sideral (Spanish bootleg of UniWar S) [Bootleg];1980;bootleg (Electrogame S.A.);NO;uniwars;YES;uniwars;-
atlantol;Atlant Olimpic;1996;bootleg;NO;trackfld;YES;trackfld;-
acitya;Atlantic City Action;1983;EPOS Corporation;NO;bwcasino;YES;bwcasino;-
atomboya;Atomic Boy (revision A);1985;Irem (Memetron license);NO;wilytowr;YES;wilytowr;-
atomboy;Atomic Boy (revision B);1985;Irem (Memetron license);NO;wilytowr;YES;wilytowr;-
atompunk;Atomic Punk (US);1991;Irem America (licensed from Hudson Soft);NO;dynablst;YES;dynablst;-
robokidj3;Atomic Robo-kid (Japan);1988;UPL;NO;robokid;YES;robokid;-
robokidj;Atomic Robo-kid (Japan, Type-2, set 1);1988;UPL;NO;robokid;YES;robokid;-
robokidj2;Atomic Robo-kid (Japan, Type-2, set 2);1988;UPL;NO;robokid;YES;robokid;-
aurailjd;Aurail (set 1, Japan, FD1089A 317-0167 decrypted) [Bootleg];1990;Sega / Westone;NO;aurail;YES;aurail;-
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);1990;Sega / Westone;NO;aurail;YES;aurail;-
aurail1d;Aurail (set 2, World, FD1089B 317-0168 decrypted) [Bootleg];1990;Sega / Westone;NO;aurail;YES;aurail;-
aurail1;Aurail (set 2, World, FD1089B 317-0168);1990;Sega / Westone;NO;aurail;YES;aurail;-
avefenix;Ave Fenix (Electrogame, Spanish bootleg of Phoenix);1980;bootleg (Video Game);NO;phoenix;YES;phoenix;-
avefenixl;Ave Fenix (Laguna, Spanish bootleg of Phoenix);1980;bootleg;NO;phoenix;YES;phoenix;-
avefenixrf;Ave Fenix (Recreativos Franco, Spanish bootleg of Phoenix);1981;bootleg (Recreativos Franco S.A.);NO;phoenix;YES;phoenix;-
avengers2;Avengers (US set 2);1987;Capcom;NO;avengers;YES;avengers;-
bwingsa;B-Wings (Alt Ver.?);1984;Data East Corporation;NO;bwings;YES;bwings;-
bwingso;B-Wings (Japan old Ver.);1984;Data East Corporation;NO;bwings;YES;bwings;-
bcstrya;B.C. Story (set 2);1997;SemiCom;NO;bcstry;YES;bcstry;-
brapboysj;B.Rap Boys Special (Japan);1992;Kaneko;NO;brapboys;YES;brapboys;-
brapboysu;B.Rap Boys Special (US);1992;Kaneko;NO;brapboys;YES;brapboys;-
bagmanm2;Bagman (bootleg on Moon Cresta hardware set 2) [Bootleg, Bad Colours];1982;Valadon Automation;NO;bagman;YES;bagman;-
bakubrkr;Bakuretsu Breaker;1992;Kaneko;NO;explbrkr;YES;explbrkr;-
ballboy;Ball Boy [Bootleg];2003;bootleg;NO;snowbro3;YES;snowbro3;-
bangbedp;Bang Bead (Prototype?) [Prototype];2000;Visco;NO;bangbead;YES;bangbead;-
baraduke;Baraduke;1985;Namco;NO;aliensec;YES;aliensec;-
baryona;Baryon - Future Assault (set 2);1997;SemiCom;NO;baryon;YES;baryon;-
bstarsh;Baseball Stars Professional (NGH-002);1990;SNK;NO;bstars;YES;bstars;-
batman2;Batman Part 2 [Bootleg];1981;bootleg;NO;phoenix;YES;phoenix;-
batsugunb;Batsugun (Korean PCB);1993;Toaplan;NO;batsugun;YES;batsugun;-
batsuguna;Batsugun (set 2);1993;Toaplan;NO;batsugun;YES;batsugun;-
batsugunsp;Batsugun (Special Ver.);1993;Toaplan;NO;batsugun;YES;batsugun;-
battlntsj;Battlantis (Japan, program code E);1987;Konami;NO;battlnts;YES;battlnts;-
battlntsa;Battlantis (program code F);1987;Konami;NO;battlnts;YES;battlnts;-
bbakraidja;Battle Bakraid (Japan) (Wed Apr 7 1999);1999;Eighting;NO;bbakraid;YES;bbakraid;-
bbakraidc;Battle Bakraid - Unlimited Version (China) (Tue Jun 8 1999);1999;Eighting;NO;bbakraid;YES;bbakraid;-
bbakraidj;Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999);1999;Eighting;NO;bbakraid;YES;bbakraid;-
batlbubl;Battle Bubble (v2.00);1999;Banpresto (Limenko license?);NO;bangball;YES;bangball;-
batcira;Battle Circuit (970319 Asia);1997;Capcom;NO;batcir;YES;batcir;-
batcird;Battle Circuit (970319 Euro Phoenix Edition) [Bootleg];1997;bootleg;NO;batcir;YES;batcir;-
batcirj;Battle Circuit (970319 Japan);1997;Capcom;NO;batcir;YES;batcir;-
btlfieldb;Battle Field (bootleg) [Bootleg, no-rotation joystick ver];1987;bootleg;NO;timesold;YES;timesold;-
btlfield;Battle Field (Japan);1987;Alpha Denshi Co. (SNK license);NO;timesold;YES;timesold;-
bgareggahk;Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996);1996;Raizing / 8ing;NO;bgaregga;YES;bgaregga;-
bgareggatw;Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996);1996;Raizing / 8ing;NO;bgaregga;YES;bgaregga;-
bgaregganv;Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996);1996;Raizing / 8ing;NO;bgaregga;YES;bgaregga;-
bgareggacn;Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996);1996;Raizing / 8ing;NO;bgaregga;YES;bgaregga;-
bgareggat2;Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996);1996;Raizing / 8ing;NO;bgaregga;YES;bgaregga;-
bgareggaz;Battle Garegga Zakk version (Europe / USA / Japan / Asia) (Sat Feb 3 1996);2008;Raizing / 8ing;NO;bgaregga;YES;bgaregga;-
btlkroadk;Battle K-Road (Korean PCB);1994;Psikyo;NO;btlkroad;YES;btlkroad;-
battlane2;Battle Lane! Vol. 5 (set 2);1986;Technos Japan (Taito license);NO;battlane;YES;battlane;-
battlane3;Battle Lane! Vol. 5 (set 3);1986;Technos Japan (Taito license);NO;battlane;YES;battlane;-
atlantisb;Battle of Atlantis (bootleg) [Bootleg];1981;bootleg;NO;atlantis;YES;atlantis;-
atlantis2;Battle of Atlantis (set 2);1981;Comsoft;NO;atlantis;YES;atlantis;-
bsharkj;Battle Shark (Japan);1989;Taito Corporation;NO;bshark;YES;bshark;-
bsharkjjs;Battle Shark (Japan, Joystick);1989;Taito Corporation;NO;bshark;YES;bshark;-
bsharku;Battle Shark (US);1989;Taito America Corporation;NO;bshark;YES;bshark;-
bayroute1;Bay Route (set 1, US, unprotected);1989;Sunsoft / Sega;NO;bayroute;YES;bayroute;-
bayroutejd;Bay Route (set 2, Japan, FD1094 317-0115 decrypted) [Bootleg];1989;Sunsoft / Sega;NO;bayroute;YES;bayroute;-
bayroutej;Bay Route (set 2, Japan, FD1094 317-0115);1989;Sunsoft / Sega;NO;bayroute;YES;bayroute;-
bayrouted;Bay Route (set 3, World, FD1094 317-0116 decrypted) [Bootleg];1989;Sunsoft / Sega;NO;bayroute;YES;bayroute;-
bbustersj;Beast Busters (Japan, Version 2);1989;SNK;NO;bbusters;YES;bbusters;-
bbustersua;Beast Busters (US, Version 2);1989;SNK;NO;bbusters;YES;bbusters;-
bbustersu;Beast Busters (US, Version 3);1989;SNK;NO;bbusters;YES;bbusters;-
beastfp;Beastie Feastie;1984;Epos Corporation;NO;suprglob;YES;suprglob;-
ddp2100c;Bee Storm - DoDonPachi II (V100, China);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2100hk;Bee Storm - DoDonPachi II (V100, Hong Kong);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2100j;Bee Storm - DoDonPachi II (V100, Japan);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2100k;Bee Storm - DoDonPachi II (V100, Korea);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2100t;Bee Storm - DoDonPachi II (V100, Taiwan);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2100;Bee Storm - DoDonPachi II (V100, World);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2101c;Bee Storm - DoDonPachi II (V101, China);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2101hk;Bee Storm - DoDonPachi II (V101, Hong Kong);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2101j;Bee Storm - DoDonPachi II (V101, Japan);2001;IGS;NO;ddp2;YES;ddp2;-
ddp2101k;Bee Storm - DoDonPachi II (V101, Korea);2001;IGS;NO;ddp2;YES;ddp2;-
