name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;
andromed;Andromeda (Japan?);1979;IPM;YES;-;NO;-;ipminvad;YES;NO;NO;-;NO;YES;NO;YES;m10.cpp;Mame 0.74u2;06/10/03;Mame 0.194;31/01/18;0;1;1;1;1;RASTER;270;VERTICAL;240;224;61.783314;joystick (2-way);CRT 15kHz;M6502;maincpu M6502 @0.78125 MHz;Speaker,Samples;mono Speaker, samples Samples;PRELIMINARY;PRELIMINARY;IMPERFECT;PRELIMINARY;GOOD;PRELIMINARY;GOOD;NODUMP;-;Shooter / Gallery;Shooter;-;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;???;-;-;-;0;NO;NO;NO;NO;Japanese;-;-;Japanese;NO
arkbl2;Arkanoid (Japanese bootleg Set 2);1986;bootleg;NO;arkanoid;YES;arkanoid;-;YES;NO;NO;-;NO;YES;NO;NO;arkanoid.c;Mame 0.31;25/04/98;Mame 0.108;20/08/06;0;1;2;1;1;RASTER;90;VERTICAL;256;224;60.000000;dial;CRT 15kHz;Z80,M68705;Z80 @6 MHz, M68705 @0.5 MHz;AY8910;AY8910 @1.5 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;GOOD;-;Breakout;Breakout;-;Breakout;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Breakout;-;-;Breakout;NO
arkbl3;Arkanoid (Japanese bootleg Set 3);1986;bootleg;NO;arkanoid;YES;arkanoid;-;YES;NO;NO;-;NO;YES;NO;NO;arkanoid.c;Mame 0.34b8;29/11/98;Mame 0.108;20/08/06;0;1;2;1;1;RASTER;90;VERTICAL;256;224;60.000000;dial;CRT 15kHz;Z80;Z80 @6 MHz;AY8910;AY8910 @1.5 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;GOOD;-;Breakout;Breakout;-;Breakout;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Breakout;-;-;Breakout;NO
astrob1;Astro Blaster (version 1);1981;Sega;NO;astrob;YES;astrob;astrob;YES;NO;NO;-;NO;YES;NO;NO;segag80r.cpp;Mame 0.30;08/01/98;Mame 0.194;31/01/18;0;2;2;1;1;RASTER;270;VERTICAL;256;224;59.998138;joystick (2-way);CRT 15kHz;Z80,I8035;maincpu Z80 @3.867 MHz, audiocpu I8035 @3.12 MHz;Speaker,Samples,Sega Speech Sound Board,GI SP0250 LPC;speaker Speaker, samples Samples, segaspeech Sega Speech Sound Board, speech GI SP0250 LPC @3.12 MHz;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Gallery;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=sA_skHhnjEk;-;0;NO;NO;NO;NO;English;-;-;Cocktail, Upright;NO
batwings;Battle Wings (alt);1984;Data East Corporation;NO;bwing;YES;bwing;-;YES;NO;NO;-;NO;YES;NO;NO;bwing.c;Mame 0.68;15/05/03;Mame 0.111;10/12/06;0;2;2;1;1;RASTER;90;VERTICAL;256;240;60.000000;joystick (8-way);CRT 15kHz;M6809,M6809,DECO CPU16;M6809 @2 MHz, M6809 @2 MHz, DECO CPU16 @2 MHz;AY8910,AY8910,DAC;AY8910 @1.5 MHz, AY8910 @1.5 MHz, DAC;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;NODUMP;-;Shooter / Flying Vertical;Shooter;-;Shooter;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Shooter;-;-;Shooter;NO
bayrtbl1;Bay Route (bootleg set 1);1989;bootleg;NO;bayroute;YES;bayroute;-;YES;NO;NO;-;NO;YES;NO;NO;system16.c;Mame 0.36b2;08/08/99;Mame 0.131;23/04/09;0;3;2;2;1;RASTER;0;HORIZONTAL;320;224;60.000000;joystick (8-way);CRT 15kHz;68000,Z80;maincpu 68000 @10 MHz, soundcpu Z80 @4 MHz;YM2151,UPD7759;ym YM2151 @4 MHz, 7759 UPD7759 @0.64 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;GOOD;-;Platform / Shooter Scrolling;Platform;-;Platform;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Platform;-;-;Platform;NO
bayrtbl2;Bay Route (bootleg set 2);1989;bootleg;NO;bayroute;YES;bayroute;-;YES;NO;NO;-;NO;YES;NO;NO;system16.c;Mame 0.36b2;08/08/99;Mame 0.131;23/04/09;0;3;2;2;1;RASTER;0;HORIZONTAL;320;224;60.000000;joystick (8-way);CRT 15kHz;68000,Z80;maincpu 68000 @10 MHz, soundcpu Z80 @4 MHz;YM2151,UPD7759;ym YM2151 @4 MHz, 7759 UPD7759 @0.64 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;GOOD;-;Platform / Shooter Scrolling;Platform;-;Platform;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Platform;-;-;Platform;NO
bbprot;unknown fighting game 'BB' (prototype);199?;unknown;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;fitfight.cpp;Mame 0.68;15/05/03;Mame 0.194;31/01/18;0;6;2;1;1;RASTER;0;HORIZONTAL;296;224;60.000000;joystick (8-way);CRT 15kHz;M68000;maincpu M68000 @12 MHz;Speaker,OKI MSM6295 ADPCM;mono Speaker, oki OKI MSM6295 ADPCM @1.333333 MHz;PRELIMINARY;GOOD;GOOD;PRELIMINARY;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Fighter / Versus;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;-;-;0;NO;NO;NO;NO;English;0 to 10 (Worst);-;0 to 10 (Worst);YES
beaminv;Beam Invader;1979;Teknon Kogyo;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;beaminv.cpp;Mame 0.62;12/11/02;Mame 0.194;31/01/18;0;1;1;0;1;RASTER;270;VERTICAL;248;216;60.000000;paddle;CRT 15kHz;Z80;maincpu Z80 @2 MHz;-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Gallery;Shooter;Space Invaders;English;Black & White;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;https://archive.org/details/arcade_beaminv;https://www.youtube.com/watch?v=lFROBUYtMWg;-;0;NO;NO;NO;NO;Black & White;10 to 20 (Horrible);-;10 to 20 (Horrible);NO
beastrzb;Beastorizer (USA bootleg);1997;bootleg;YES;psarc95;NO;-;-;YES;NO;NO;psarc95;NO;YES;NO;NO;zn.c;Mame 0.74u2;06/10/03;Mame 0.147;17/09/12;0;3;4;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (8-way);CRT 31kHz;CXD8530CQ,68000;maincpu CXD8530CQ @67.7376 MHz, audiocpu 68000 @12 MHz;Speaker,Speaker,SPU,YMF271;lspeaker Speaker, rspeaker Speaker, spu SPU @33.8688 MHz, ymf YMF271 @16.9344 MHz;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;UNKNOWN;UNKNOWN;NODUMP;-;Fighter / Versus;Fighter;Bloody Roar;Bloody Roar;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Bloody Roar;-;-;Bloody Roar;NO
birdtry;Birdie Try (Japan);1988;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dec0.cpp;Mame 0.63;12/01/03;Mame 0.194;31/01/18;0;2;2;1;1;RASTER;270;VERTICAL;256;240;57.444853;joystick (8-way);CRT 15kHz;M68000,M6502;maincpu M68000 @10 MHz, audiocpu M6502 @1.5 MHz;Speaker,YM2203 OPN,YM3812 OPL2,OKI MSM6295 ADPCM;mono Speaker, ym1 YM2203 OPN @1.5 MHz, ym2 YM3812 OPL2 @3 MHz, oki OKI MSM6295 ADPCM @1 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;IMPERFECT;NODUMP;-;Sports / Golf;Sports;-;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=HFXdhX_7PTw;-;0;NO;NO;NO;NO;Japanese;-;-;Japanese;NO
bootcamp;Boot Camp (set 1);1987;Konami;NO;combatsc;YES;combatsc;-;YES;NO;NO;-;NO;YES;NO;NO;combatsc.cpp;Mame 0.36b1;19/07/99;Mame 0.194;31/01/18;0;2;3;1;1;RASTER;0;HORIZONTAL;256;224;59.185606;trackball;CRT 15kHz;HD6309,Z80;maincpu HD6309 @12 MHz, audiocpu Z80 @3.579545 MHz;Speaker,YM2203 OPN,NEC uPD7759;mono Speaker, ymsnd YM2203 OPN @3 MHz, upd NEC uPD7759 @0.64 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Track & Field;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;-;-;0;NO;NO;NO;NO;English;-;-;Cocktail, Upright;NO
boxer;Boxer (prototype);1978;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;boxer.cpp;Mame 0.71;04/07/03;Mame 0.194;31/01/18;0;0;2;0;1;RASTER;0;HORIZONTAL;240;240;60.000000;joystick (analog),paddle;CRT 15kHz;M6502;maincpu M6502 @0.756 MHz;-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Boxing;Sports;-;English;Black & White;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=s_evT2EDI5E;-;0;NO;NO;NO;NO;Black & White;0 to 10 (Worst);197x;197x;NO
brdrlinb;Borderline (Karateco bootleg);1981;bootleg (Karateco);NO;brdrline;YES;brdrline;brdrline;YES;NO;NO;-;NO;YES;NO;YES;vicdual.cpp;Mame 0.78;25/12/03;Mame 0.194;31/01/18;0;1;1;1;1;RASTER;270;VERTICAL;256;224;60.000000;joystick (4-way);CRT 15kHz;Z80;maincpu Z80 @1.93356 MHz;Speaker,Samples;mono Speaker, samples Samples;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Driving Vertical;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;English;-;-;Cocktail, Upright;NO
brickzn3;Brick Zone (v4.0);1992;SunA;NO;brickzn;YES;brickzn;-;YES;NO;NO;-;NO;YES;NO;NO;suna8.c;Mame 0.74u2;06/10/03;Mame 0.146;21/03/12;0;2;2;2;1;RASTER;90;VERTICAL;256;224;60.000000;joystick (8-way),trackball;CRT 15kHz;Z80,Z80,Z80;maincpu Z80 @6 MHz, audiocpu Z80 @6 MHz, pcm Z80 @6 MHz;Speaker,Speaker,YM3812,AY-3-8910A,DAC,DAC,DAC,DAC;lspeaker Speaker, rspeaker Speaker, ymsnd YM3812 @4 MHz, aysnd AY-3-8910A @1.5 MHz, dac1 DAC, dac2 DAC, dac3 DAC, dac4 DAC;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;GOOD;-;Breakout;Breakout;-;Breakout;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Breakout;-;-;Breakout;NO
carpolo;Car Polo;1977;Exidy;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;carpolo.cpp;Mame 0.61;04/07/02;Mame 0.194;31/01/18;0;3;4;0;1;RASTER;0;HORIZONTAL;240;256;60.000000;dial;CRT 15kHz;M6502;maincpu M6502 @0.94075 MHz;-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;UNKNOWN;GOOD;BADDUMP;-;Sports / Misc.;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;4P sim;-;-;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
catapult;Catapult;1982;Epos Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;epos.cpp;Mame 0.62;12/11/02;Mame 0.194;31/01/18;0;2;1;1;1;RASTER;270;VERTICAL;272;236;60.000000;joystick (8-way);CRT 15kHz;Z80;maincpu Z80 @2.75 MHz;Speaker,AY-3-8912A PSG;mono Speaker, aysnd AY-3-8912A PSG @0.6875 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;GOOD;BADDUMP;-;Maze / Defeat Enemies;Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
cgraplp2;Cluster Buster / Graplop (Cassette, set 2);1983;Data East Corporation;NO;cgraplop;YES;cgraplop;-;YES;NO;NO;decocass;NO;YES;NO;NO;decocass.c;Mame 0.53;12/08/01;Mame 0.133;20/07/09;0;2;2;1;1;RASTER;270;VERTICAL;240;240;57.444853;joystick (8-way),joystick (analog);CRT 15kHz;M6502,M6502,I8041;maincpu M6502 @0.75 MHz, audiocpu M6502 @0.5 MHz, mcu I8041 @6 MHz;AY-3-8910A,AY-3-8910A;ay1 AY-3-8910A @1.5 MHz, ay2 AY-3-8910A @1.5 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;UNKNOWN;GOOD;-;Breakout;Breakout;-;Breakout;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Breakout;-;-;Breakout;NO
chplft;Choplifter (8751 315-5151);1985;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;system1.c;Mame 0.31;25/04/98;Mame 0.130;09/03/09;0;2;2;1;1;RASTER;0;HORIZONTAL;256;224;60.000000;joystick (8-way);CRT 15kHz;Z80,Z80;maincpu Z80 @4 MHz, soundcpu Z80 @4 MHz;SN76489A,SN76489A;sn1 SN76489A @2 MHz, sn2 SN76489A @4 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;UNKNOWN;PRELIMINARY;NODUMP;-;Shooter / Flying Horizontal;Shooter;-;Shooter;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Shooter;-;-;Shooter;NO
chqflag;Chequered Flag;1988;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;chqflag.cpp;Mame 0.37b13 (0.49);10/03/01;Mame 0.194;31/01/18;0;2;2;2;1;RASTER;90;VERTICAL;304;224;59.185606;paddle,pedal;CRT 15kHz;KONAMI CPU,Z80;maincpu KONAMI CPU @3 MHz, audiocpu Z80 @3.579545 MHz;Speaker,Yamaha YM2151 OPM,K007232 PCM Controller;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.579545 MHz, k007232_1 K007232 PCM Controller @3.579545 MHz, k007232_2 K007232 PCM Controller @3.579545 MHz;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;GOOD;UNKNOWN;IMPERFECT;GOOD;-;Driving / Race;Driving;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=DLoKiyPN3W4;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1988;1988;NO
