name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets
2020bba;2020 Super Baseball (set 2);1991;SNK / Pallas;NO;2020bb;YES;2020bb;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo.cpp;Mame 0.80u2;27/03/2004;Mame 0.195;28/02/2018;0;4;4;2;1;RASTER;0;HORIZONTAL;320;224;59.185606;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @12 MHz, audiocpu Z80 @4 MHz;Speaker,YM2610 OPNB;lspeaker Speaker, rspeaker Speaker, ymsnd YM2610 OPNB @8 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;memcard,cartridge;Sports / Baseball;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=CwZmo03Ek4o;-;0;NO;NO;NO;NO;English;-;-;Normal, VS Mode;YES
bowl3d;3-D Bowling;1978;Meadows Games, Inc.;YES;-;NO;-;bowl3d;YES;NO;NO;-;NO;YES;NO;NO;meadows.cpp;Mame 0.109u4;26/10/2006;Mame 0.195;28/02/2018;0;2;1;1;1;RASTER;90;VERTICAL;256;224;60.000000;joystick (2-way);CRT 15kHz;S2650;maincpu S2650 @0.625 MHz, audiocpu S2650 @0.625 MHz;Speaker,8-Bit R-2R DAC,Samples;speaker Speaker, dac 8-Bit R-2R DAC, samples Samples, samples2 Samples;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;UNKNOWN;GOOD;NODUMP;-;Sports / Bowling;Sports;-;English;Black & White;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;Black & White;10 to 20 (Horrible);-;10 to 20 (Horrible);NO
39in1;39 in 1 MAME bootleg;2004;bootleg;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;39in1.cpp;Mame 0.117;10/07/2007;Mame 0.195;28/02/2018;0;3;3;2;1;RASTER;270;VERTICAL;296;480;60.000000;joystick (8-way);CRT 31kHz;Intel XScale PXA255;maincpu Intel XScale PXA255 @200 MHz;Speaker,DMA-driven DAC;lspeaker Speaker, rspeaker Speaker, dac1 DMA-driven DAC, dac2 DMA-driven DAC;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;MultiGame / Compilation;MultiGame;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=f9Xj8PdasUw;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
48in1;48 in 1 MAME bootleg (set 1, ver 3.09);2004;bootleg;NO;39in1;YES;39in1;-;YES;NO;NO;-;NO;YES;NO;NO;39in1.cpp;Mame 0.134u2;03/10/2009;Mame 0.195;28/02/2018;0;3;3;2;1;RASTER;270;VERTICAL;296;480;60.000000;joystick (8-way);CRT 31kHz;Intel XScale PXA255;maincpu Intel XScale PXA255 @200 MHz;Speaker,DMA-driven DAC;lspeaker Speaker, rspeaker Speaker, dac1 DMA-driven DAC, dac2 DMA-driven DAC;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;NODUMP;-;MultiGame / Compilation;MultiGame;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
48in1a;48 in 1 MAME bootleg (set 3, ver 3.02);2004;bootleg;NO;39in1;YES;39in1;-;YES;NO;NO;-;NO;YES;NO;NO;39in1.cpp;Mame 0.134u2;03/10/2009;Mame 0.195;28/02/2018;0;3;3;2;1;RASTER;270;VERTICAL;296;480;60.000000;joystick (8-way);CRT 31kHz;Intel XScale PXA255;maincpu Intel XScale PXA255 @200 MHz;Speaker,DMA-driven DAC;lspeaker Speaker, rspeaker Speaker, dac1 DMA-driven DAC, dac2 DMA-driven DAC;PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;NODUMP;-;MultiGame / Compilation;MultiGame;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
500gp;500 GP (US, 5GP3 Ver. C);1998;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;namcos23.cpp;Mame 0.127u5;26/09/2008;Mame 0.195;28/02/2018;0;3;1;2;1;RASTER;0;HORIZONTAL;640;480;59.882400;joystick (2-way);CRT 31kHz;IDT R4650 (big),H8/3002;maincpu IDT R4650 (big) @169.344 MHz, subcpu H8/3002 @16.9344 MHz;Speaker,Namco C352;lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz;PRELIMINARY;PRELIMINARY;GOOD;GOOD;IMPERFECT;UNKNOWN;IMPERFECT;NODUMP;-;Driving / Race (chase view) Bike;Driving;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;???;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
64streetj;64th. Street - A Detective Story (Japan, set 1);1991;Jaleco;NO;64street;YES;64street;-;YES;NO;NO;-;NO;YES;NO;YES;megasys1.cpp;Mame 0.133u1;02/08/2009;Mame 0.195;28/02/2018;0;2;2;2;1;RASTER;0;HORIZONTAL;256;224;56.191350;joystick (8-way);CRT 15kHz;M68000;maincpu M68000 @12 MHz, audiocpu M68000 @7 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.5 MHz, oki1 OKI MSM6295 ADPCM @4 MHz, oki2 OKI MSM6295 ADPCM @4 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;Fighter / 2.5D;Fighter;-;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=O-Ski0FlsEw;-;0;NO;NO;NO;YES;Japanese;-;-;Japanese;NO
9ballsht2;9-Ball Shootout (set 2);1993;E-Scape EnterMedia (Bundra license);NO;9ballsht;YES;9ballsht;-;YES;NO;NO;-;NO;YES;NO;NO;coolpool.cpp;Mame 0.133u1;02/08/2009;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;320;240;60.012477;joystick (8-way);CRT 15kHz;TMS34010,TMS32026;maincpu TMS34010 @40 MHz, dsp TMS32026 @40 MHz;Speaker,12-Bit R-2R Twos Complement DAC;speaker Speaker, dac 12-Bit R-2R Twos Complement DAC;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Pool;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
9ballsht3;9-Ball Shootout (set 3);1993;E-Scape EnterMedia (Bundra license);NO;9ballsht;YES;9ballsht;-;YES;NO;NO;-;NO;YES;NO;NO;coolpool.cpp;Mame 0.133u1;02/08/2009;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;320;240;60.012477;joystick (8-way);CRT 15kHz;TMS34010,TMS32026;maincpu TMS34010 @40 MHz, dsp TMS32026 @40 MHz;Speaker,12-Bit R-2R Twos Complement DAC;speaker Speaker, dac 12-Bit R-2R Twos Complement DAC;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Pool;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
9ballshtc;9-Ball Shootout Championship;1993;E-Scape EnterMedia (Bundra license);NO;9ballsht;YES;9ballsht;-;YES;NO;NO;-;NO;YES;NO;NO;coolpool.cpp;Mame 0.133u1;02/08/2009;Mame 0.195;28/02/2018;0;3;2;1;1;RASTER;0;HORIZONTAL;320;240;60.012477;joystick (8-way);CRT 15kHz;TMS34010,TMS32026;maincpu TMS34010 @40 MHz, dsp TMS32026 @40 MHz;Speaker,12-Bit R-2R Twos Complement DAC;speaker Speaker, dac 12-Bit R-2R Twos Complement DAC;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Pool;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;-;-;0;NO;NO;NO;NO;English;-;-;English;NO
ad2083;A. D. 2083;1983;Midcoin;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;scramble.cpp;Mame 0.96u3;24/05/2005;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;90;VERTICAL;256;224;60.606061;joystick (8-way);CRT 15kHz;Z80;maincpu Z80 @3.72 MHz, audiocpu Z80 @1.78975 MHz;Speaker,AY-3-8910A PSG,TMS5110A;mono Speaker, ay1 AY-3-8910A PSG @1.78975 MHz, ay2 AY-3-8910A PSG @1.78975 MHz, tms TMS5110A @0.64 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;BADDUMP;-;Shooter / Field;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=FtQ2nIz88pk;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;Cocktail, Upright;NO
