name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets;
"005";"005";"1981";Sega;YES;-;NO;-;"005";YES;NO;NO;-;NO;YES;NO;NO;"segag80r.cpp";"Mame 0.30";"1998-01-08";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"270";VERTICAL;256;224;59.998138;"joystick (4-way)";"CRT 15kHz";"Z80";"maincpu Z80 @3.867 MHz";"Speaker,Samples,Sega 005 Custom Sound";"speaker Speaker, samples Samples, 005 Sega 005 Custom Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;BADDUMP;-;"Maze / Shooter Small";Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";"https://archive.org/details/arcade_005";"https://www.youtube.com/watch?v=4s2XpBIcTtQ";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
"4in1";"4 Fun in 1";"1981";"Armenia / Food and Fun";YES;-;NO;-;galaxian;YES;NO;NO;-;NO;YES;NO;YES;galaxold.cpp;"Mame 0.61";"2002-07-04";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Z80";"maincpu Z80 @3.72 MHz";"Speaker,Galaxian Custom Sound,Discrete Sound";"speaker Speaker, cust Galaxian Custom Sound, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"MultiGame / Compilation";MultiGame;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=rf30Pf43gDY";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";"1981";"Cocktail, Upright";NO;
altair;Altair;"1981";Cidelsa;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cidelsa.cpp;"Mame 0.109u2";"2006-10-13";"Mame 0.195";"2018-02-28";0;2;2;1;1;RASTER;"90";VERTICAL;294;294;50.089031;"joystick (8-way)";"CRT 25kHz";"RCA CDP1802";"cdp1802 RCA CDP1802 @3.579 MHz";"Speaker,RCA CDP1869 VIS";"mono Speaker, cdp1869 RCA CDP1869 VIS @5.626 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=8sPFS7PPzts";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
castfant;"Astro Fantasia (DECO Cassette) (US)";"1981";"Data East Corporation";YES;decocass;NO;-;-;YES;NO;NO;decocass;NO;YES;NO;NO;decocass.cpp;"Mame 0.37b13 (0.49)";"2001-03-10";"Mame 0.195";"2018-02-28";0;2;2;1;1;RASTER;"270";VERTICAL;256;240;57.444853;"joystick (8-way),joystick (analog)";"CRT 15kHz";"DECO 222,M6502,I8041";"maincpu DECO 222 @0.75 MHz, audiocpu M6502 @0.5 MHz, mcu I8041 @6 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @1.5 MHz, ay2 AY-3-8910A PSG @1.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=V_9FFG_aOmU";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
astropal;Astropal;"1980?";Sidam?;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"8080bw.cpp";"Mame 0.118u6";"2007-09-11";"Mame 0.195";"2018-02-28";0;3;1;1;1;RASTER;"0";HORIZONTAL;260;224;59.541985;"joystick (2-way)";"CRT 15kHz";"8080";"maincpu 8080 @1.9968 MHz";"Speaker,TI SN76477 CSG,Discrete Sound";"mono Speaker, snsnd TI SN76477 CSG, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=fZHcD7HoxfI";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
attckufo;"Attack UFO";"1980";"Ryoto Electric Co.";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;attckufo.cpp;"Mame 0.99u2";"2005-08-14";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"270";VERTICAL;184;176;60.000000;"joystick (2-way)";"CRT 15kHz";"M6502";"maincpu M6502 @1.22727 MHz";"Speaker,MOS 656X VIC (Attack UFO)";"mono Speaker, mos6560 MOS 656X VIC (Attack UFO) @1.22727 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=YpfbCHU3FME";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
barricad;Barricade;"1976";Ramtek;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;hitme.cpp;"Mame 0.60";"2002-05-01";"Mame 0.195";"2018-02-28";0;0;1;1;1;RASTER;"0";HORIZONTAL;256;192;60.000000;"joystick (8-way)";"CRT 15kHz";"8080";"maincpu 8080 @0.559062 MHz";"Speaker,Discrete Sound";"mono Speaker, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Surround";Maze;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"4P sim";-;"https://www.youtube.com/watch?v=FFyZDZOfnm8";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
bbonk;"Bigfoot Bonkers";"1976";"Meadows Games, Inc.";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;lazercmd.cpp;"Mame 0.37b14 (0.50)";"2001-04-07";"Mame 0.195";"2018-02-28";0;0;1;1;1;RASTER;"0";HORIZONTAL;256;230;60.000000;"joystick (8-way)";"CRT 15kHz";"S2650";"maincpu S2650 @0.666666 MHz";"Speaker,1-Bit DAC";"speaker Speaker, dac2 1-Bit DAC, dac3 1-Bit DAC";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Surround";Maze;-;English;Monochromatic;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P sim";-;"https://www.youtube.com/watch?v=HSFmuj193mA";-;0;NO;NO;NO;NO;Monochromatic;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
bilyard;Billiard;"1988";Terminal;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"tiamc1.cpp";"Mame 0.133u4";"2009-08-29";"Mame 0.195";"2018-02-28";0;2;1;1;1;RASTER;"0";HORIZONTAL;256;256;50.080128;"joystick (8-way)";"CRT 15kHz";"8080";"maincpu 8080 @1.75 MHz";"Speaker,TIA-MC1 Custom Sound";"mono Speaker, 2x8253 TIA-MC1 Custom Sound @1.75 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;NODUMP;-;"Sports / Pool";Sports;-;Russian;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;"https://www.youtube.com/watch?v=0EKww9Asko8";-;0;NO;NO;NO;NO;Russian;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
blkhole;"Black Hole";"1981";"TDS & MINTS";YES;-;NO;-;galaxian;YES;NO;NO;-;NO;YES;NO;YES;galaxian.cpp;"Mame 0.36rc1";"2000-02-26";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"90";VERTICAL;768;224;60.606061;"joystick (2-way)";"CRT 15kHz";"Z80";"maincpu Z80 @3.72 MHz";"Speaker,Galaxian Custom Sound,Discrete Sound";"speaker Speaker, cust Galaxian Custom Sound, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=__40qDHwZqs";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
blockade;Blockade;"1976";Gremlin;YES;-;NO;-;blockade;YES;NO;NO;-;NO;YES;NO;YES;blockade.cpp;"Mame 0.31";"1998-04-25";"Mame 0.195";"2018-02-28";0;0;1;1;1;RASTER;"0";HORIZONTAL;256;224;60.114504;"joystick (4-way)";"CRT 15kHz";"8080A";"maincpu 8080A @2.79 MHz";"Speaker,Samples,Discrete Sound";"mono Speaker, samples Samples, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Surround";Maze;Blockade;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P sim";-;"https://www.youtube.com/watch?v=95xz1UmGjfE";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
botanic;"Botanic (English / Spanish)";"1983";Itisa;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;bagman.cpp;"Mame 0.79u2";"2004-02-21";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"joystick (4-way)";"CRT 15kHz";"Z80";"maincpu Z80 @3.72 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, aysnd AY-3-8910A PSG @1.5 MHz, ay2 AY-3-8910A PSG @1.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Collect";Maze;-;"English, Spanish";-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";https://archive.org/details/arcade_botanic;"https://www.youtube.com/watch?v=Iutf6v3mQQk";-;0;NO;NO;NO;NO;Spanish;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
bowler;"Bowling Alley";"1978";Midway;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"mw8080bw.cpp";"Mame 0.34rc1";"1998-12-14";"Mame 0.195";"2018-02-28";0;2;1;1;1;RASTER;"90";VERTICAL;260;224;59.541985;trackball;"CRT 15kHz";"8080";"maincpu 8080 @1.9968 MHz";"Speaker,Discrete Sound";"mono Speaker, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;PRELIMINARY;GOOD;GOOD;-;"Sports / Bowling";Sports;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"4P alt";-;"https://www.youtube.com/watch?v=H67zS9Q1j4Y";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;Upright;NO;
catnmous;"Cat and Mouse (set 1)";"1982";Zaccaria;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;laserbat.cpp;"Mame 0.100u3";"2005-09-29";"Mame 0.195";"2018-02-28";0;1;3;1;1;RASTER;"90";VERTICAL;736;247;50.541416;"joystick (8-way)";"CRT 15kHz";"S2650,M6802";"maincpu S2650 @3.579545 MHz, audiopcb:melodycpu M6802 @3.579545 MHz";"Signetics 2636 PVI,Speaker,Zaccaria 1B11107 Sound Board,AY-3-8910A PSG";"pvi1 Signetics 2636 PVI @4.772727 MHz, pvi2 Signetics 2636 PVI @4.772727 MHz, pvi3 Signetics 2636 PVI @4.772727 MHz, speaker Speaker, audiopcb Zaccaria 1B11107 Sound Board, audiopcb:melodypsg1 AY-3-8910A PSG @1.789772 MHz, audiopcb:melodypsg2 AY-3-8910A PSG @1.789772 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;PRELIMINARY;GOOD;GOOD;-;"Shooter / 3rd Person";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=hrXugB5N2_o";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";YES;
chkun;"Chance Kun (Japan)";"1988";Peni;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;timeplt.cpp;"Mame 0.138";"2010-03-15";"Mame 0.195";"2018-02-28";0;6;2;1;1;RASTER;"90";VERTICAL;256;224;60.000000;gambling;"CRT 15kHz";"Z80";"maincpu Z80 @3.72 MHz, timeplt_audio:tpsound Z80 @1.789772 MHz";"Time Pilot Audio,Speaker,AY-3-8910A PSG,RC Filter,Toshiba TC8830F";"timeplt_audio Time Pilot Audio, timeplt_audio:mono Speaker, timeplt_audio:ay1 AY-3-8910A PSG @1.789772 MHz, timeplt_audio:ay2 AY-3-8910A PSG @1.789772 MHz, timeplt_audio:filter.0.0 RC Filter, timeplt_audio:filter.0.1 RC Filter, timeplt_audio:filter.0.2 RC Filter, timeplt_audio:filter.1.0 RC Filter, timeplt_audio:filter.1.1 RC Filter, timeplt_audio:filter.1.2 RC Filter, tc8830f Toshiba TC8830F @0.512 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Baseball";Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;"https://www.youtube.com/watch?v=LYFGaAudn88";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
checkmat;Checkmate;"1977";"Dave Nutting Associates / Midway";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"mw8080bw.cpp";"Mame 0.34b6";"1998-10-28";"Mame 0.195";"2018-02-28";0;0;1;1;1;RASTER;"0";HORIZONTAL;260;224;59.541985;"joystick (8-way)";"CRT 15kHz";"8080";"maincpu 8080 @1.9968 MHz";"Speaker,Discrete Sound";"mono Speaker, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;NODUMP;-;"Maze / Surround";Maze;-;English;Monochromatic;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"4P sim";-;"https://www.youtube.com/watch?v=V6Q3zr3Ai5k";-;0;NO;NO;NO;NO;Monochromatic;"10 to 20 (Horrible)";"197x";"197x";NO;
comotion;CoMOTION;"1976";Gremlin;YES;-;NO;-;blockade;YES;NO;NO;-;NO;YES;NO;YES;blockade.cpp;"Mame 0.31";"1998-04-25";"Mame 0.195";"2018-02-28";0;0;1;1;1;RASTER;"0";HORIZONTAL;256;224;60.114504;"joystick (4-way)";"CRT 15kHz";"8080A";"maincpu 8080A @2.79 MHz";"Speaker,Samples,Discrete Sound";"mono Speaker, samples Samples, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Surround";Maze;Blockade;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"4P sim";-;"https://www.youtube.com/watch?v=fOKI-Mouv-o";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
crash;Crash;"1979";Exidy;YES;-;NO;-;crash;YES;NO;NO;-;NO;YES;NO;YES;circus.cpp;"Mame 0.31";"1998-04-25";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"0";HORIZONTAL;248;256;57.000000;"joystick (4-way)";"CRT 15kHz";"M6502";"maincpu M6502 @0.705562 MHz";"Speaker,Samples,Discrete Sound";"mono Speaker, samples Samples, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Driving";Maze;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=yZ_UbPpr9sk";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";"197x";"197x";NO;
crgolfhi;"Crowns Golf in Hawaii";"1985";"Nasco Japan";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;crgolf.cpp;"Mame 0.103u4";"2006-01-26";"Mame 0.195";"2018-02-28";0;6;1;1;1;RASTER;"0";HORIZONTAL;256;240;60.000000;"joystick (2-way),joystick (analog)";"CRT 15kHz";"Z80";"maincpu Z80 @3.72 MHz, audiocpu Z80 @3.72 MHz";"Speaker,AY-3-8910A PSG,MSM5205";"mono Speaker, aysnd AY-3-8910A PSG @1.536 MHz, msm MSM5205 @0.384 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Golf";Sports;"Crown Golf";English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=D0J7NNt-jG8";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
desertgu;"Desert Gun";"1977";"Dave Nutting Associates / Midway";YES;-;NO;-;invaders;YES;NO;NO;-;NO;YES;NO;YES;"mw8080bw.cpp";"Mame 0.36rc2";"2000-03-13";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"0";HORIZONTAL;260;224;59.541985;lightgun;"CRT 15kHz";"8080";"maincpu 8080 @1.9968 MHz";"Speaker,Discrete Sound";"mono Speaker, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Gun";Shooter;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;"https://www.youtube.com/watch?v=ezT7x9OtptE";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
devzone;"Devil Zone";"1980";Universal;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cosmic.cpp;"Mame 0.35b3";"1999-02-15";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"270";VERTICAL;256;192;60.000000;"joystick (2-way)";"CRT 15kHz";"Z80";"maincpu Z80 @2.704 MHz";"Speaker,1-Bit DAC";"speaker Speaker, dac 1-Bit DAC";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;"Cosmic Monsters";English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";https://archive.org/details/arcade_devzone;"https://www.youtube.com/watch?v=6hi98DrzmNA";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
dodgem;Dodgem;"1979";Zaccaria;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"zac2650.cpp";"Mame 0.75";"2003-10-12";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"0";HORIZONTAL;720;768;55.000000;"joystick (4-way)";"CRT 31kHz";"S2650";"maincpu S2650 @0.95 MHz";"Speaker,Signetics 2636 PVI";"mono Speaker, s2636 Signetics 2636 PVI";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Driving";Maze;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";https://archive.org/details/arcade_dodgem;"https://www.youtube.com/watch?v=fItgM86c9-w";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
dogpatch;"Dog Patch";"1977";Midway;YES;-;NO;-;circus;YES;NO;NO;-;NO;YES;NO;YES;"mw8080bw.cpp";"Mame 0.34b1";"1998-08-16";"Mame 0.195";"2018-02-28";0;1;1;2;1;RASTER;"0";HORIZONTAL;260;224;59.541985;positional;"CRT 15kHz";"8080";"maincpu 8080 @1.9968 MHz";"Speaker,Discrete Sound";"lspeaker Speaker, rspeaker Speaker, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Versus";Shooter;-;English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P sim";-;"https://www.youtube.com/watch?v=TX-01-aiwSE";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
dotrikun;"Dottori Kun (new version)";"1990";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dotrikun.cpp;"Mame 0.36rc1";"2000-02-26";"Mame 0.195";"2018-02-28";0;2;1;0;1;RASTER;"0";HORIZONTAL;128;192;61.035156;"joystick (8-way)";"CRT 15kHz";"Z80";"maincpu Z80 @4 MHz";-;-;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Maze / Driving";Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"1P";-;"https://www.youtube.com/watch?v=l4TMT5D_AsQ";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
dplay;"Double Play";"1977";Midway;NO;einnings;YES;einnings;invaders;YES;NO;NO;-;NO;YES;NO;YES;"mw8080bw.cpp";"Mame 0.34b1";"1998-08-16";"Mame 0.195";"2018-02-28";0;3;1;1;1;RASTER;"0";HORIZONTAL;260;224;59.541985;"joystick (8-way)";"CRT 15kHz";"8080";"maincpu 8080 @1.9968 MHz";"Speaker,Discrete Sound";"mono Speaker, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Baseball";Sports;"Tornado Baseball";English;"Black & White";NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=PzpsE01ElBE";-;0;NO;NO;NO;NO;"Black & White";"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
fghtbskt;"Fighting Basketball";"1984";"Paradise Co. Ltd.";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"m63.cpp";"Mame 0.86u4";"2004-09-09";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"0";HORIZONTAL;256;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Z80,I8039";"maincpu Z80 @3 MHz, soundcpu I8039 @3 MHz";"Speaker,AY-3-8910A PSG,Samples";"mono Speaker, ay1 AY-3-8910A PSG @1.5 MHz, samples Samples";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Basketball";Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=CMbvSJ1y5h0";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
cfghtice;"Fighting Ice Hockey (DECO Cassette) (US)";"1984";"Data East Corporation";YES;decocass;NO;-;-;YES;NO;NO;decocass;NO;YES;NO;NO;decocass.cpp;"Mame 0.37b13 (0.49)";"2001-03-10";"Mame 0.195";"2018-02-28";0;2;2;1;1;RASTER;"270";VERTICAL;256;240;57.444853;"joystick (8-way),joystick (analog)";"CRT 15kHz";"DECO 222,M6502,I8041";"maincpu DECO 222 @0.75 MHz, audiocpu M6502 @0.5 MHz, mcu I8041 @6 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, ay1 AY-3-8910A PSG @1.5 MHz, ay2 AY-3-8910A PSG @1.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Hockey";Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=2NrR44-UWms";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";-;"Cocktail, Upright";NO;
filetto;"Filetto (v1.05 901009)";"1990";Novarmatic;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;pcxt.cpp;"Mame 0.114u2";"2007-04-19";"Mame 0.195";"2018-02-28";0;1;1;1;1;RASTER;"0";HORIZONTAL;640;200;59.922748;"joystick (3-way)";"CRT 15kHz";"I8088,AM9517A";"maincpu I8088 @4.772727 MHz, mb:dma8237 AM9517A @4.772727 MHz";"Speaker,Filtered 1-bit DAC,HC-55516";"mb:mono Speaker, mb:speaker Filtered 1-bit DAC, voice HC-55516 @2 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;"Puzzle / Match";Puzzle;-;Italian;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;-;-;0;NO;NO;NO;NO;Italian;"10 to 20 (Horrible)";-;"10 to 20 (Horrible)";NO;
futflash;"Future Flash";"1980";Hoei;NO;laserbas;YES;laserbas;-;YES;NO;NO;-;NO;YES;NO;YES;laserbas.cpp;"Mame 0.92";"2005-02-13";"Mame 0.195";"2018-02-28";0;1;2;1;1;RASTER;"270";VERTICAL;256;256;61.035156;"trackball,only_buttons";"CRT 15kHz";"Z80";"maincpu Z80 @4.17 MHz";"Speaker,4-Bit R-2R DAC";"speaker Speaker, dac1 4-Bit R-2R DAC, dac2 4-Bit R-2R DAC, dac3 4-Bit R-2R DAC, dac4 4-Bit R-2R DAC, dac5 4-Bit R-2R DAC, dac6 4-Bit R-2R DAC";IMPERFECT;GOOD;IMPERFECT;IMPERFECT;IMPERFECT;UNKNOWN;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;"2P alt";-;"https://www.youtube.com/watch?v=0UdN_wcgzOc";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";"1980";"1980";NO;
