name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
blockbl;Block Block (bootleg) [Bootleg];1991;bootleg;NO;block;YES;block;-;
blockj;Block Block (Japan 910910);1991;Capcom;NO;block;YES;block;-;
blmbycar;Blomby Car;1994;ABM & Gecas;YES;-;NO;-;-;
blmbycaru;Blomby Car (not encrypted);1994;ABM & Gecas;NO;blmbycar;YES;blmbycar;-;
bombbee;Bomb Bee;1979;Namco;YES;-;NO;-;-;
bowlrama;Bowl-O-Rama;1991;P&P Marketing;YES;-;NO;-;-;
cabalus;Cabal (US set 1, Trackball) [Needs Trackball Support];1988;TAD Corporation (Fabtek license);NO;cabal;YES;cabal;-;
cabalus2;Cabal (US set 2, Trackball) [Needs Trackball Support];1988;TAD Corporation (Fabtek license);NO;cabal;YES;cabal;-;
calibr50;Caliber 50;1989;Athena / Seta;YES;-;NO;-;-;
cameltryj;Cameltry (Japan, YM2610);1989;Taito Corporation;NO;cameltry;YES;cameltry;-;
cameltrya;Cameltry (US, YM2203 + M6295);1989;Taito America Corporation;NO;cameltry;YES;cameltry;-;
cameltry;Cameltry (US, YM2610);1989;Taito America Corporation;YES;-;NO;-;-;
cameltryau;Cameltry (World, YM2203 + M6295);1989;Taito America Corporation;NO;cameltry;YES;cameltry;-;
capbowl;Capcom Bowling (set 1);1988;Incredible Technologies / Capcom;YES;-;NO;-;-;
capbowl2;Capcom Bowling (set 2);1988;Incredible Technologies / Capcom;NO;capbowl;YES;capbowl;-;
capbowl3;Capcom Bowling (set 3);1988;Incredible Technologies / Capcom;NO;capbowl;YES;capbowl;-;
capbowl4;Capcom Bowling (set 4);1988;Incredible Technologies / Capcom;NO;capbowl;YES;capbowl;-;
centiped;Centipede (revision 4);1980;Atari;YES;-;NO;-;-;
chasehqj;Chase H.Q. (Japan);1988;Taito Corporation;NO;chasehq;YES;chasehq;-;
chasehqu;Chase H.Q. (US);1988;Taito America Corporation;NO;chasehq;YES;chasehq;-;
chasehq;Chase H.Q. (World);1988;Taito Corporation Japan;YES;-;NO;-;-;
citybombj;City Bomber (Japan);1987;Konami;NO;citybomb;YES;citybomb;-;
citybomb;City Bomber (World);1987;Konami;YES;-;NO;-;-;
contcircu;Continental Circus (US set 1);1987;Taito America Corporation;NO;contcirc;YES;contcirc;-;
contcircua;Continental Circus (US set 2) [3D Effect cannot be disabled, use US Set 1 instead!];1987;Taito America Corporation;NO;contcirc;YES;contcirc;-;
contcirc;Continental Circus (World);1987;Taito Corporation Japan;YES;-;NO;-;-;
clbowl;Coors Light Bowling;1989;Incredible Technologies / Capcom;NO;capbowl;YES;capbowl;-;
countrunb;Counter Run (bootleg set 1);1988;bootleg;NO;countrun;YES;countrun;-;
countryc;Country Club [bad inputs, use fitegolf instead!];1988;SNK;YES;-;NO;-;-;
cutieq;Cutie Q;1979;Namco;YES;-;NO;-;-;
cybertnk;Cyber Tank (v1.4);1988;Coreland;YES;-;NO;-;-;
darkplnt;Dark Planet [Dial doesn't work very well];1982;Stern;YES;-;NO;-;-;
defense;Defense (System 16B, FD1089A 317-0028);1987;Sega;NO;sdi;YES;sdi;-;
dblaxle;Double Axle (US);1991;Taito America Corporation;YES;-;NO;-;-;
driftout;Drift Out (Europe);1991;Visco (Europe);YES;-;NO;-;-;
driveout;Drive Out [Bootleg];1991;bootleg;NO;driftout;YES;driftout;-;
dunkshot;Dunk Shot (Rev C, FD1089 317-0022);1987;Sega;YES;-;NO;-;-;
ecofghtra;Eco Fighters (931203 Asia);1993;Capcom;NO;ecofghtr;YES;ecofghtr;-;
ecofghtr;Eco Fighters (931203 etc);1993;Capcom;YES;-;NO;-;-;
ecofghtrh;Eco Fighters (931203 Hispanic);1993;Capcom;NO;ecofghtr;YES;ecofghtr;-;
ecofghtru1;Eco Fighters (931203 USA);1993;Capcom;NO;ecofghtr;YES;ecofghtr;-;
ecofghtrd;Eco Fighters (931203 World Phoenix Edition) [Bootleg];1993;bootleg;NO;ecofghtr;YES;ecofghtr;-;
ecofghtru;Eco Fighters (940215 USA);1993;Capcom;NO;ecofghtr;YES;ecofghtr;-;
endurobl;Enduro Racer (bootleg set 1) [Bootleg];1986;bootleg;NO;enduror;YES;enduror;-;
enduror;Enduro Racer (YM2151, FD1089B 317-0013A);1986;Sega;YES;-;NO;-;-;
enduror1;Enduro Racer (YM2203, FD1089B 317-0013A);1986;Sega;NO;enduror;YES;enduror;-;
fsoccerj;Fighting Soccer (Japan);1988;SNK;NO;fsoccer;YES;fsoccer;-;
fsoccer;Fighting Soccer (version 4);1988;SNK;YES;-;NO;-;-;
forgottnua;Forgotten Worlds (US, B-Board 88618B-2, rev A);1988;Capcom;NO;forgottn;YES;forgottn;-;
forgottnu;Forgotten Worlds (US, B-Board 88621B-2, rev C);1988;Capcom;NO;forgottn;YES;forgottn;-;
forgottn;Forgotten Worlds (World, newer);1988;Capcom;YES;-;NO;-;-;
freekick;Free Kick (NS6201-A 1987.10);1987;Nihon System (Merit license);YES;-;NO;-;-;
fullthrl;Full Throttle (Japan);1987;Taito Corporation;NO;topspeed;YES;topspeed;-;
gloc;G-LOC Air Battle (World);1990;Sega;YES;-;NO;-;-;
glocr360;G-LOC R360;1990;Sega;NO;gloc;YES;gloc;-;
gforce2;Galaxy Force 2;1988;Sega;YES;-;NO;-;-;
gforce2j;Galaxy Force 2 (Japan);1988;Sega;NO;gforce2;YES;gforce2;-;
gforce2ja;Galaxy Force 2 (Japan, Rev A);1988;Sega;NO;gforce2;YES;gforce2;-;
geebee;Gee Bee;1978;Namco;YES;-;NO;-;-;
geebeeg;Gee Bee (Gremlin);1978;[Namco] (Gremlin license);NO;geebee;YES;geebee;-;
ghoxj;Ghox (joystick) [No Sound (undumped MCU)];1991;Toaplan;NO;ghox;YES;ghox;ghox;
ghox;Ghox (spinner) [No Sound (undumped MCU)];1991;Toaplan;YES;-;NO;-;-;
gigasb;Gigas (bootleg);1986;bootleg;NO;gigas;YES;gigas;-;
gigas;Gigas (MC-8123, 317-5002) [Please use gigasb instead!];1986;SEGA;YES;-;NO;-;-;
gigasm2b;Gigas Mark II;1986;bootleg;YES;-;NO;-;-;
gprider;GP Rider (World, FD1094 317-0163) (Twin setup) [Single version only];1990;Sega;YES;-;NO;-;-;
gtmr2u;Great 1000 Miles Rally 2 USA (95/05/18);1995;Kaneko;NO;gtmr2;YES;gtmr2;-;
gtmre;Great 1000 Miles Rally: Evolution Model!!! (94/09/06);1994;Kaneko;NO;gtmr;YES;gtmr;-;
gtmrusa;Great 1000 Miles Rally: U.S.A Version! (94/09/06);1994;Kaneko;NO;gtmr;YES;gtmr;-;
hangon1;Hang-On;1985;Sega;NO;hangon;YES;hangon;-;
hangon;Hang-On (rev A);1985;Sega;YES;-;NO;-;-;
hwchamp;Heavyweight Champ;1987;Sega;YES;-;NO;-;-;
hwchampj;Heavyweight Champ (Japan, FD1094 317-0046);1987;Sega;NO;hwchamp;YES;hwchamp;-;
hcrashc;Hyper Crash (version C);1987;Konami;NO;hcrash;YES;hcrash;-;
hcrash;Hyper Crash (version D);1987;Konami;YES;-;NO;-;-;
ixion;Ixion (prototype);1983;Sega;YES;-;NO;-;-;
jpopnics;Jumping Pop (Nics, Korean bootleg of Plump Pop);1992;Nics;YES;-;NO;-;-;
konamigt;Konami GT;1985;Konami;YES;-;NO;-;-;
rf2;Konami RF2 - Red Fighter;1985;Konami;NO;konamigt;YES;konamigt;-;
lemmings;Lemmings (US prototype);1991;Data East USA;YES;-;NO;-;-;
shangonle;Limited Edition Hang-On;1991;Sega;NO;shangon;YES;shangon;-;
lostwrldo;Lost Worlds (Japan Old ver.);1988;Capcom;NO;forgottn;YES;forgottn;-;
lostwrld;Lost Worlds (Japan);1988;Capcom;NO;forgottn;YES;forgottn;-;
mplanets;Mad Planets;1983;Gottlieb;YES;-;NO;-;-;
mplanetsuk;Mad Planets (UK);1983;Gottlieb (Taitel license);NO;mplanets;YES;mplanets;-;
mjleague;Major League;1985;Sega;YES;-;NO;-;-;
gtmr2a;Mille Miglia 2: Great 1000 Miles Rally (95/04/04);1995;Kaneko;NO;gtmr2;YES;gtmr2;-;
gtmr2;Mille Miglia 2: Great 1000 Miles Rally (95/05/24);1995;Kaneko;YES;-;NO;-;-;
milliped;Millipede;1982;Atari;YES;-;NO;-;-;
moonwar;Moonwar;1981;Stern;YES;-;NO;-;-;
moonwara;Moonwar (older);1981;Stern;NO;moonwar;YES;moonwar;-;
nightstrj;Night Striker (Japan);1989;Taito Corporation;NO;nightstr;YES;nightstr;-;
nightstru;Night Striker (US);1989;Taito America Corporation;NO;nightstr;YES;nightstr;-;
nightstr;Night Striker (World);1989;Taito Corporation Japan;YES;-;NO;-;-;
othunderj;Operation Thunderbolt (Japan);1988;Taito Corporation;NO;othunder;YES;othunder;-;
othunderuo;Operation Thunderbolt (US);1988;Taito America Corporation;NO;othunder;YES;othunder;-;
othunderu;Operation Thunderbolt (US, rev 1);1988;Taito America Corporation;NO;othunder;YES;othunder;-;
othunder;Operation Thunderbolt (World, rev 1);1988;Taito Corporation Japan;YES;-;NO;-;-;
outrunb;Out Run (bootleg) [Bootleg];1986;bootleg;NO;outrun;YES;outrun;-;
outrundx;Out Run (deluxe sitdown);1986;Sega;NO;outrun;YES;outrun;-;
outrunra;Out Run (sitdown/upright, Rev A);1986;Sega;NO;outrun;YES;outrun;-;
outrun;Out Run (sitdown/upright, Rev B);1986;Sega;YES;-;NO;-;-;
paddle2;Paddle 2 (bootleg on Block hardware) [Bootleg];1986;bootleg;NO;arkanoid;YES;arkanoid;-;
plumppop;Plump Pop (Japan);1987;Taito Corporation;YES;-;NO;-;-;
popbounc;Pop 'n Bounce / Gapporin;1997;Video System Co.;YES;neogeo;NO;-;-;
pdriftj;Power Drift (Japan) [Select Auto-Center preset in Input Configuration];1988;Sega;NO;pdrift;YES;pdrift;-;
pdrifta;Power Drift (World) [Select Auto-Center preset in Input Configuration];1988;Sega;NO;pdrift;YES;pdrift;-;
pdrifte;Power Drift (World, Earlier) [Select Auto-Center preset in Input Configuration];1988;Sega;NO;pdrift;YES;pdrift;-;
pdrift;Power Drift (World, Rev A) [Select Auto-Center preset in Input Configuration];1988;Sega;YES;-;NO;-;-;
pwheelsj;Power Wheels (Japan);1991;Taito Corporation;NO;dblaxle;YES;dblaxle;-;
puzzloopa;Puzz Loop (Asia);1998;Mitchell;NO;puzzloop;YES;puzzloop;-;
puzzloop;Puzz Loop (Europe, v0.94);1998;Mitchell;YES;skns;NO;-;-;
puzzloopj;Puzz Loop (Japan);1998;Mitchell;NO;puzzloop;YES;puzzloop;-;
puzzloopk;Puzz Loop (Korea);1998;Mitchell;NO;puzzloop;YES;puzzloop;-;
puzzloopu;Puzz Loop (USA);1998;Mitchell;NO;puzzloop;YES;puzzloop;-;
pzloop2j;Puzz Loop 2 (010226 Japan);2001;Mitchell, distritued by Capcom;NO;pzloop2;YES;pzloop2;-;
pzloop2;Puzz Loop 2 (010302 Euro);2001;Mitchell, distritued by Capcom;YES;-;NO;-;-;
racingb;Racing Beat (World);1991;Taito Corporation Japan;YES;-;NO;-;-;
rachero;Racing Hero (FD1094 317-0144);1989;Sega;YES;-;NO;-;-;
rambo3;Rambo III (Europe);1989;Taito Europe Corporation;YES;-;NO;-;-;
razmataz;Razzmatazz;1983;Sega;YES;-;NO;-;-;
sarukani;Saru-Kani-Hamu-Zou (Japan);1997;Kaneko / Mediaworks;NO;vblokbrk;YES;vblokbrk;-;
sdibl;SDI - Strategic Defense Initiative (bootleg, original hardware);1987;Sega;NO;sdi;YES;sdi;-;
sdi;SDI - Strategic Defense Initiative (Japan, newer, System 16A, FD1089B 317-0027);1987;Sega;YES;-;NO;-;-;
sdib;SDI - Strategic Defense Initiative (System 16B, FD1089A 317-0028);1987;Sega;NO;sdi;YES;sdi;-;
spacegun;Space Gun (World);1990;Taito Corporation Japan;YES;-;NO;-;-;
sharrier1;Space Harrier (8751 315-5163);1985;Sega;NO;sharrier;YES;sharrier;-;
sharrier;Space Harrier (Rev A, 8751 315-5163A);1985;Sega;YES;-;NO;-;-;
scij;Special Criminal Investigation (Japan);1989;Taito Corporation;NO;sci;YES;sci;-;
sciu;Special Criminal Investigation (US);1989;Taito America Corporation;NO;sci;YES;sci;-;
sci;Special Criminal Investigation (World set 1);1989;Taito Corporation Japan;YES;-;NO;-;-;
scia;Special Criminal Investigation (World set 2);1989;Taito Corporation Japan;NO;sci;YES;sci;-;
sfp;Street Fighter (Prototype) [Prototype];1987;Capcom;NO;sf;YES;sf;-;
strkfgtr;Strike Fighter (World);1991;Sega;YES;-;NO;-;-;
superchs;Super Chase - Criminal Termination (World);1992;Taito Corporation Japan;YES;-;NO;-;-;
sformula;Super Formula (Japan);1989;V-System Co.;NO;tail2nos;YES;tail2nos;-;
shangon1;Super Hang-On (mini ride-on, FD1089B 317-0034);1987;Sega;NO;shangon;YES;shangon;-;
shangon2;Super Hang-On (mini ride-on, Rev A, FD1089B 317-0034);1987;Sega;NO;shangon;YES;shangon;-;
shangon3;Super Hang-On (sitdown/upright, FD1089B 317-0034);1987;Sega;NO;shangon;YES;shangon;-;
shangon;Super Hang-On (sitdown/upright, unprotected);1987;Sega;YES;-;NO;-;-;
smgpja;Super Monaco GP (Japan, Rev A, FD1094 317-0124a);1989;Sega;NO;smgp;YES;smgp;-;
smgpj;Super Monaco GP (Japan, Rev B, FD1094 317-0124a);1989;Sega;NO;smgp;YES;smgp;-;
smgpu2;Super Monaco GP (US, Rev A, FD1094 317-0125a);1989;Sega;NO;smgp;YES;smgp;-;
smgpu1;Super Monaco GP (US, Rev B, FD1094 317-0125a);1989;Sega;NO;smgp;YES;smgp;-;
smgpu;Super Monaco GP (US, Rev C, FD1094 317-0125a);1989;Sega;NO;smgp;YES;smgp;-;
smgp5;Super Monaco GP (World, FD1094 317-0126);1989;Sega;NO;smgp;YES;smgp;-;
smgp6;Super Monaco GP (World, Rev A, FD1094 317-0126a);1989;Sega;NO;smgp;YES;smgp;-;
smgpd;Super Monaco GP (World, Rev B, FD1094 317-0126a decrypted) [Bootleg];1989;Sega;NO;smgp;YES;smgp;-;
smgp;Super Monaco GP (World, Rev B, FD1094 317-0126a);1989;Sega;YES;-;NO;-;-;
syvalion;Syvalion (Japan);1988;Taito Corporation;YES;-;NO;-;-;
tail2nos;Tail to Nose - Great Championship;1989;V-System Co.;YES;ym2608;NO;-;-;
irrmaze;The Irritating Maze / Ultra Denryu Iraira Bou;1997;SNK / Saurus;YES;neogeo;NO;-;-;
thndrbld1;Thunder Blade (deluxe/standing, unprotected);1987;Sega;NO;thndrbld;YES;thndrbld;-;
thndrbld;Thunder Blade (upright, FD1094 317-0056);1987;Sega;YES;-;NO;-;-;
topspeedu;Top Speed (US);1987;Taito America Corporation (Romstar license);NO;topspeed;YES;topspeed;-;
topspeed;Top Speed (World);1987;Taito Corporation Japan;YES;-;NO;-;-;
tdfeverj;TouchDown Fever (Japan);1987;SNK;NO;tdfever;YES;tdfever;-;
tdfever;TouchDown Fever (US);1987;SNK;YES;-;NO;-;-;
tdfever2;TouchDown Fever 2;1988;SNK;NO;tdfever;YES;tdfever;-;
arkatour;Tournament Arkanoid (US);1987;Taito America Corporation (Romstar license);YES;-;NO;-;-;
toutrun3;Turbo Out Run (cockpit, FD1094 317-0107);1989;Sega;NO;toutrun;YES;toutrun;-;
toutrun1;Turbo Out Run (deluxe cockpit, FD1094 317-0109);1989;Sega;NO;toutrun;YES;toutrun;-;
toutrun;Turbo Out Run (Out Run upgrade, FD1094 317-0118);1989;Sega;YES;-;NO;-;-;
uecology;Ultimate Ecology (931203 Japan);1993;Capcom;NO;ecofghtr;YES;ecofghtr;-;
vblokbrk;VS Block Breaker (Europe);1997;Kaneko / Mediaworks;YES;skns;NO;-;-;
wallc;Wall Crash (set 1);1984;Midcoin;YES;-;NO;-;-;
wallca;Wall Crash (set 2);1984;Midcoin;NO;wallc;YES;wallc;-;
wwallyja;Wally wo Sagase! (rev A, Japan, FD1094 317-0197A);1992;Sega;NO;wwallyj;YES;wwallyj;-;
wwallyj;Wally wo Sagase! (rev B, Japan, FD1094 317-0197B);1992;Sega;YES;-;NO;-;-;
