name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
kaiserkn;Kaiser Knuckle (Ver 2.1O 1994/07/29);1994;Taito Corporation Japan;YES;-;NO;-;-;
karatblz;Karate Blazers (World, set 1);1991;Video System Co.;YES;-;NO;-;-;
karianx;Karian Cross (Rev. 1.0);1996;Deniam;YES;-;NO;-;-;
karnov;Karnov (US, rev 6);1987;Data East USA;YES;-;NO;-;-;
karnovr;Karnov's Revenge / Fighter's History Dynamite;1994;Data East Corporation;YES;neogeo;NO;-;-;
kidniki;Kid Niki - Radical Ninja (World);1986;Irem;YES;-;NO;-;tr606drumkit;
horekid;Kid no Hore Hore Daisakusen;1987;Nichibutsu;YES;-;NO;-;-;
kotm;King of the Monsters (set 1);1991;SNK;YES;neogeo;NO;-;-;
kotm2;King of the Monsters 2 - The Next Thing (NGM-039)(NGH-039);1992;SNK;YES;neogeo;NO;-;-;
kittenk;Kitten Kaboodle;1988;Konami;YES;-;NO;-;-;
knights;Knights of the Round (911127 etc);1991;Capcom;YES;-;NO;-;-;
kov2;Knights of Valour 2 (V107, 102, 100, Hong Kong);2000;IGS;YES;pgm;NO;-;-;
kov2p;Knights of Valour 2 Plus - Nine Dragons (VM205XX, China);2001;IGS;YES;pgm;NO;-;-;
eto;Kokontouzai Eto Monogatari (Japan);1994;Visco;YES;-;NO;-;-;
pingpong;Konami's Ping-Pong;1985;Konami;YES;-;NO;-;-;
kyukaidk;Kyuukai Douchuuki (Japan, new version (Rev B));1990;Namco;YES;-;NO;-;-;
ladybug;Lady Bug;1981;Universal;YES;-;NO;-;-;
lastduel;Last Duel (US New Ver.);1988;Capcom;YES;-;NO;-;-;
lastmisn;Last Mission (US revision 6);1986;Data East USA;YES;-;NO;-;-;
lresort;Last Resort;1992;SNK;YES;neogeo;NO;-;-;
loht;Legend of Hero Tonma;1989;Irem;YES;-;NO;-;-;
lwings;Legendary Wings (US set 1);1986;Capcom;YES;-;NO;-;-;
crshrace;Lethal Crash Race (set 1);1993;Video System Co.;YES;-;NO;-;-;
lethalen;Lethal Enforcers (ver UAE, 11/19/92 15:04);1992;Konami;YES;-;NO;-;-;
lgtnfght;Lightning Fighters (World);1990;Konami;YES;-;NO;-;-;
loffire;Line of Fire / Bakudan Yarou (World, FD1094 317-0136);1989;Sega;YES;-;NO;-;-;
locomotn;Loco-Motion;1982;Konami (Centuri license);YES;-;NO;-;-;
losttomb;Lost Tomb (Easy);1982;Stern;YES;-;NO;-;-;
lotlot;Lot Lot;1985;Irem (licensed from Tokuma Shoten);YES;-;NO;-;-;
mia;M.I.A. - Missing in Action (version T);1989;Konami;YES;-;NO;-;-;
madgear;Mad Gear (US);1989;Capcom;YES;-;NO;-;-;
madshark;Mad Shark;1993;Allumer;YES;-;NO;-;-;
magicbub;Magic Bubble;199?;Yun Sung;YES;-;NO;-;-;
mcatadv;Magical Cat Adventure;1993;Wintechno;YES;-;NO;-;-;
mgcrystl;Magical Crystals (World, 92/01/10);1991;Kaneko;YES;-;NO;-;-;
maglord;Magician Lord (NGM-005);1990;Alpha Denshi Co.;YES;neogeo;NO;-;-;
majtitle;Major Title (World) [Graphics issues];1990;Irem;YES;-;NO;-;-;
majtitl2;Major Title 2 (World);1992;Irem;YES;-;NO;-;-;
mangchi;Mang-Chi;2000;Afega;YES;-;NO;-;-;
manybloc;Many Block;1991;Bee-Oh;YES;-;NO;-;-;
mmaze;Marchen Maze (Japan) [Error on first boot is normal];1988;Namco;YES;-;NO;-;-;
mars;Mars;1981;Artic;YES;-;NO;-;-;
mtlchamp;Martial Champion (ver EAB) [Missing Graphics on Intro/Title screens];1993;Konami;YES;-;NO;-;-;
marvland;Marvel Land (US) [Bad music - use the Japan version];1989;Namco;YES;-;NO;-;-;
marvins;Marvin's Maze;1983;SNK;YES;-;NO;-;-;
kamenrid;Masked Riders Club Battle Race;1993;Banpresto / Toei;YES;-;NO;-;-;
masterw;Master of Weapon (World) [Imperfect graphics];1989;Taito Corporation Japan;YES;-;NO;-;-;
mazinger;Mazinger Z (World, ver. 94/06/27);1994;Banpresto / Dynamic Pl. Toei Animation;YES;-;NO;-;-;
mechatt;Mechanized Attack (World);1989;SNK;YES;ym2608;NO;-;-;
megaman2;Mega Man 2 - the power fighters (960708 USA);1996;Capcom;YES;-;NO;-;-;
mtwins;Mega Twins (chiki chiki boys 900619 etc);1990;Capcom;YES;-;NO;-;-;
kikcubic;Meikyu Jima (Japan);1988;Irem;YES;-;NO;-;-;
metalb;Metal Black (World);1991;Taito Corporation Japan;YES;-;NO;-;-;
metrocrs;Metro-Cross (set 1);1985;Namco;YES;-;NO;-;-;
mwalk;Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159);1990;Sega;YES;-;NO;-;-;
mirninja;Mirai Ninja (Japan);1988;Namco;YES;-;NO;-;-;
mrviking;Mister Viking (315-5041);1984;Sega;YES;-;NO;-;-;
gdfs;Mobil Suit Gundam Final Shooting (Japan);1995;Banpresto;YES;-;NO;-;-;
mooncrst;Moon Cresta (Nichibutsu);1980;Nichibutsu;YES;-;NO;-;-;
moonqsr;Moon Quasar;1980;Nichibutsu;YES;-;NO;-;-;
moremore;More More;1999;SemiCom / Exit;YES;-;NO;-;-;
moremorp;More More Plus;1999;SemiCom / Exit;YES;-;NO;-;-;
motos;Motos;1985;Namco;YES;-;NO;-;-;
mouser;Mouser;1983;UPL;YES;-;NO;-;-;
dowild;Mr. Do's Wild Ride;1984;Universal;YES;-;NO;-;-;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);1997;SemiCom;YES;-;NO;-;-;
mbombrd;Muscle Bomber Duo - ultimate team battle (931206 etc);1993;Capcom;YES;-;NO;-;-;
mutnat;Mutation Nation (NGM-014)(NGH-014);1992;SNK;YES;neogeo;NO;-;-;
mvp;MVP (set 2, US, FD1094 317-0143);1989;Sega;YES;-;NO;-;-;
myhero;My Hero (US, not encrypted);1985;Sega;YES;-;NO;-;-;
mysticri;Mystic Riders (World);1992;Irem;YES;-;NO;-;-;
mystwarr;Mystic Warriors (ver EAA);1993;Konami;YES;-;NO;-;-;
nam1975;NAM-1975 (NGM-001)(NGH-001);1990;SNK;YES;neogeo;NO;-;-;
naname;Naname de Magic!;1994;Atlus;YES;-;NO;-;-;
nemo;Nemo (90 11 30 etc);1990;Capcom;YES;-;NO;-;-;
neocup98;Neo-Geo Cup '98 - The Road to the Victory;1998;SNK;YES;neogeo;NO;-;-;
newsin7;New Sinbad 7;1983;ATW USA, Inc.;YES;-;NO;-;-;
ninjamas;Ninja Master's - haoh-ninpo-cho;1996;ADK / SNK;YES;neogeo;NO;-;-;
ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 1);1987;UPL;YES;-;NO;-;-;
ninjakun;Ninjakun Majou no Bouken;1984;UPL (Taito license);YES;-;NO;-;-;
nitrobal;Nitro Ball (World, set 1);1992;Data East Corporation;YES;-;NO;-;-;
nova2001;Nova 2001 (Japan);1983;UPL;YES;-;NO;-;-;
orbs;Orbs (10/7/94 prototype?);1994;American Sammy;YES;-;NO;-;-;
orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V126);1997;IGS;YES;pgm;NO;-;-;
osman;Osman (World);1996;Mitchell;YES;-;NO;-;-;
outzone;Out Zone;1990;Toaplan;YES;-;NO;-;-;
pow;P.O.W. - Prisoners of War (US version 1);1988;SNK;YES;-;NO;-;-;
pacnpal;Pac & Pal;1983;Namco;YES;-;NO;-;-;
pacplus;Pac-Man Plus;1982;[Namco] (Midway license);YES;-;NO;-;-;
pacmania;Pac-Mania;1987;Namco;YES;-;NO;-;-;
palamed;Palamedes (US);1990;Hot-B Co., Ltd.;YES;-;NO;-;-;
pangpoms;Pang Pom's;1992;Metro;YES;-;NO;-;-;
pturn;Parallel Turn;1984;Jaleco;YES;-;NO;-;-;
passsht;Passing Shot (World, 2 Players, FD1094 317-0080);1988;Sega;YES;-;NO;-;-;
pkunwar;Penguin-Kun Wars (US);1985;UPL;YES;-;NO;-;-;
phozon;Phozon (Japan);1983;Namco;YES;-;NO;-;-;
pinbo;Pinbo (set 1);1984;Jaleco;YES;-;NO;-;-;
pgoal;Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219);1996;Saurus;YES;neogeo;NO;-;-;
pleiads;Pleiads (Tehkan);1981;Tehkan;YES;-;NO;-;-;
plumppop;Plump Pop (Japan);1987;Taito Corporation;YES;-;NO;-;-;
plusalph;Plus Alpha;1989;Jaleco;YES;-;NO;-;-;
pnickj;Pnickies (940608 Japan);1994;Compile (Capcom license);YES;-;NO;-;-;
popbounc;Pop 'n Bounce / Gapporin;1997;Video System Co.;YES;neogeo;NO;-;-;
pwrinst2;Power Instinct 2 (USA, ver. 94/04/08);1994;Atlus;YES;-;NO;-;-;
pspikes;Power Spikes (World);1991;Video System Co.;YES;-;NO;-;-;
prehisle;Prehistoric Isle in 1930 (World);1989;SNK;YES;-;NO;-;-;
sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, Europe);1995;BanPresto / Gazelle;YES;-;NO;-;-;
pulirula;PuLiRuLa (World) [Some priority problems];1991;Taito Corporation Japan;YES;-;NO;-;-;
pururun;Pururun;1995;Metro / Banpresto;YES;-;NO;-;-;
puzlclub;Puzzle Club (Japan prototype);1990;Namco;YES;-;NO;-;-;
pzlbowl;Puzzle De Bowling (Japan);1999;Nihon System / Moss;YES;-;NO;-;-;
puzzledp;Puzzle De Pon!;1995;Taito (Visco license);YES;neogeo;NO;-;-;
uopoko;Puzzle Uo Poko (International, ver. 98/02/06);1999;Cave / Jaleco;YES;-;NO;-;-;
puzzli;Puzzli;1995;Metro / Banpresto;YES;-;NO;-;-;
qbertqub;Q*bert's Qubes;1983;Mylstar;YES;-;NO;-;qbert;
quester;Quester (Japan);1987;Namco;YES;-;NO;-;-;
rabiolep;Rabio Lepus (Japan);1987;V-System Co.;YES;-;NO;-;-;
radrad;Radical Radial (US);1982;Nichibutsu USA;YES;-;NO;-;-;
raflesia;Rafflesia (315-5162);1986;Coreland / Sega;YES;-;NO;-;-;
ragnagrd;Ragnagard / Shin-Oh-Ken;1996;Saurus;YES;neogeo;NO;-;-;
rallybik;Rally Bike / Dash Yarou;1988;[Toaplan] Taito Corporation;YES;-;NO;-;-;
retofinv;Return of the Invaders;1985;Taito Corporation;YES;-;NO;-;-;
rezon;Rezon;1991;Allumer;YES;-;NO;-;-;
ringdest;Ring of Destruction - slammasters II (940902 Euro);1994;Capcom;YES;-;NO;-;-;
riskchal;Risky Challenge [Unemulated CPU functions];1993;Irem;YES;-;NO;-;-;
roboarmy;Robo Army (set 1);1991;SNK;YES;neogeo;NO;-;-;
rockn3;Rock'n 3 (Japan);1999;Jaleco;YES;-;NO;-;-;
rockn4;Rock'n 4 (Japan, prototype);2000;Jaleco / PCCWJ;YES;-;NO;-;-;
rockn;Rock'n Tread (Japan);1999;Jaleco;YES;-;NO;-;-;
rockn2;Rock'n Tread 2 (Japan);1999;Jaleco;YES;-;NO;-;-;
rodland;Rod-Land (World);1990;Jaleco;YES;-;NO;-;-;
rompers;Rompers (Japan, new version (Rev B));1989;Namco;YES;-;NO;-;-;
ryujin;Ryu Jin (Japan);1993;Taito Corporation;YES;-;NO;-;-;
samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087);1995;SNK;YES;neogeo;NO;-;-;
slammast;Saturday Night Slam Masters (Slam Masters 930713 etc);1993;Capcom;YES;-;NO;-;-;
savagere;Savage Reign / Fu'un Mokushiroku - kakutou sousei;1995;SNK;YES;neogeo;NO;-;-;
searchey;Search Eye (English / Korean / Japanese / Italian);1999;Yun Sung;YES;-;NO;-;-;
