name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;lang2;ranking;bestgame;alltime;cabinets
agress;Agress - Missile Daisenryaku (Japan);1991;Palco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;blockout.cpp;Mame 0.82;06/05/2004;Mame 0.195;28/02/2018;0;3;3;2;1;RASTER;0;HORIZONTAL;320;240;57.444853;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @10 MHz, audiocpu Z80 @3.579545 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.579545 MHz, oki OKI MSM6295 ADPCM @1.56 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Puzzle / Sliding;Puzzle;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=nazOHNu-rVw;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
airattck;Air Attack (set 1);1996;Comad;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;nmk16.cpp;Mame 0.103u2;11/01/2006;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;270;VERTICAL;256;224;56.180000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @8 MHz, audiocpu Z80 @4 MHz;Speaker,OKI MSM6295 ADPCM;mono Speaker, oki1 OKI MSM6295 ADPCM @1 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;Shooter / Flying Vertical;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=Uwvk8tXfMNo;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;50 to 60 (Not Good Enough);NO
airrace;Air Race (prototype);1985;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;atarisy4.cpp;Mame 0.139u1;11/08/2010;Mame 0.195;28/02/2018;0;6;0;0;1;RASTER;0;HORIZONTAL;512;384;60.006001;double joystick (8-way),joystick (analog);CRT 25kHz;M68000,TMS32010;maincpu M68000 @8 MHz, dsp0 TMS32010 @16 MHz, dsp1 TMS32010 @16 MHz;-;-;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;NODUMP;-;Driving / Plane;Driving;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;-;-;0;NO;NO;NO;NO;English;20 to 30 (Bad);-;20 to 30 (Bad);NO
aladmdb;Aladdin (bootleg of Japanese Megadrive version);1993;bootleg / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;megadriv_acbl.cpp;Mame 0.139u3;20/09/2010;Mame 0.195;28/02/2018;0;3;1;2;1;RASTER;0;HORIZONTAL;256;224;60.000000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @7.670453 MHz, genesis_snd_z80 Z80 @3.579545 MHz;Speaker,YM2612 OPN2,Sega VDP PSG;lspeaker Speaker, rspeaker Speaker, ymsnd YM2612 OPN2 @7.670453 MHz, snsnd Sega VDP PSG @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Platform / Fighter Scrolling;Platform;-;Japanese;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=0fR25Box_Fw;-;0;NO;NO;NO;NO;Japanese;70 to 80 (Good);1993;1993;NO
alienar;Alien Arena;1985;Duncan Brown;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;williams.cpp;Mame 0.103u4;26/01/2006;Mame 0.195;28/02/2018;0;2;3;1;1;RASTER;0;HORIZONTAL;292;240;60.096154;joystick (8-way);CRT 15kHz;MC6809E,M6808;maincpu MC6809E @1 MHz, soundcpu M6808 @3.579545 MHz;Speaker,MC1408;speaker Speaker, dac MC1408;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Maze / Collect;Maze;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=UbzGSJ8HZ_E;-;0;NO;NO;NO;NO;English;20 to 30 (Bad);-;20 to 30 (Bad);NO
aliencha;Alien Challenge (World);1994;IGS;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;lordgun.cpp;Mame 0.138u2;17/06/2010;Mame 0.195;28/02/2018;0;6;2;1;1;RASTER;0;HORIZONTAL;448;224;60.000000;joystick (8-way);CRT 15kHz;M68000,Z80;maincpu M68000 @10 MHz, soundcpu Z80 @5 MHz;Speaker,Yamaha YMF278B OPL4,OKI MSM6295 ADPCM;mono Speaker, ymf Yamaha YMF278B OPL4 @26 MHz, oki OKI MSM6295 ADPCM @1 MHz, oki2 OKI MSM6295 ADPCM @1 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / Versus;Fighter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=7Pnmyu55Jh0;-;0;NO;NO;NO;NO;English;40 to 50 (Decent);-;40 to 50 (Decent);YES
aliensec;Alien Sector;1985;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;baraduke.cpp;Mame 0.118u5;06/09/2007;Mame 0.195;28/02/2018;0;1;2;1;1;RASTER;0;HORIZONTAL;288;224;60.606061;joystick (8-way);CRT 15kHz;MC6809E,HD63701;maincpu MC6809E @1.536 MHz, mcu HD63701 @6.144 MHz;Speaker,Namco CUS30;mono Speaker, namco Namco CUS30 @0.24 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Flying Horizontal;Shooter;Baraduke;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=J0B74roKBCE;-;0;NO;NO;NO;NO;English;50 to 60 (Not Good Enough);-;Cocktail, Upright;NO
alpinr2b;Alpine Racer 2 (Rev. ARS2 Ver.B, World);1996;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;namcos22.cpp;Mame 0.100u4;06/10/2005;Mame 0.195;28/02/2018;0;3;1;2;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (2-way),joystick (analog);CRT 31kHz;M68EC020,TMS32025,M37710S4;maincpu M68EC020 @24.576 MHz, master TMS32025 @49.152 MHz, slave TMS32025 @49.152 MHz, mcu M37710S4 @16.384 MHz;Speaker,Namco C352;lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @24.576 MHz;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Sports / Skiing;Sports;Alpine Racer;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=qTq6DFyLnxg;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
altair;Altair;1981;Cidelsa;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cidelsa.cpp;Mame 0.109u2;13/10/2006;Mame 0.195;28/02/2018;0;2;2;1;1;RASTER;90;VERTICAL;294;294;50.089031;joystick (8-way);CRT 25kHz;RCA CDP1802;cdp1802 RCA CDP1802 @3.579 MHz;Speaker,RCA CDP1869 VIS;mono Speaker, cdp1869 RCA CDP1869 VIS @5.626 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;UNKNOWN;GOOD;GOOD;-;Shooter / Gallery;Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=8sPFS7PPzts;-;0;NO;NO;NO;NO;English;10 to 20 (Horrible);-;10 to 20 (Horrible);NO
animaljr;Exciting Animal Land Jr. (USA);1993;Nakanihon / East Technology (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;ddenlovr.cpp;Mame 0.97u3;26/06/2005;Mame 0.195;28/02/2018;0;0;1;1;1;RASTER;0;HORIZONTAL;336;240;60.000000;-;CRT 15kHz;Z80;maincpu Z80 @8 MHz, soundcpu Z80 @3.579545 MHz;Speaker,Yamaha YM2413 OPLL,AY-3-8910A PSG,OKI MSM6295 ADPCM;mono Speaker, ym2413 Yamaha YM2413 OPLL @3.579545 MHz, aysnd AY-3-8910A PSG @3.579545 MHz, oki OKI MSM6295 ADPCM @1.2272 MHz;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;PRELIMINARY;GOOD;GOOD;-;Whac-A-Mole / Hammer;Whac-A-Mole;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=SjFw_vlE5xw;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
aoh;Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07);2001;Unico;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;vamphalf.cpp;Mame 0.129u4;17/02/2009;Mame 0.195;28/02/2018;0;4;2;2;1;RASTER;0;HORIZONTAL;384;224;59.185000;joystick (8-way);CRT 15kHz;E1-32XN;maincpu E1-32XN @80 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @3.579545 MHz, oki_1 OKI MSM6295 ADPCM @4 MHz, oki2 OKI MSM6295 ADPCM @1 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Fighter / 2.5D;Fighter;Silkroad;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=qV7GtzWZMV4;-;0;NO;NO;NO;NO;English;70 to 80 (Good);-;70 to 80 (Good);NO
apache3;Apache 3;1988;Tatsumi;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;tatsumi.cpp;Mame 0.87u1;29/09/2004;Mame 0.195;28/02/2018;0;3;2;2;1;RASTER;0;HORIZONTAL;320;240;55.803571;joystick (analog);CRT 15kHz;V30,M68000,V20,Z80;maincpu V30 @8 MHz, sub M68000 @12.5 MHz, audiocpu V20 @8 MHz, sub2 Z80 @6.25 MHz;Speaker,Yamaha YM2151 OPM,OKI MSM6295 ADPCM;lspeaker Speaker, rspeaker Speaker, ymsnd Yamaha YM2151 OPM @4 MHz, oki OKI MSM6295 ADPCM @2 MHz;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Shooter / Flying (chase view);Shooter;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=KP2huxBTiAQ;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
aquajet;Aqua Jet (Rev. AJ2 Ver.B, World);1996;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;namcos22.cpp;Mame 0.131u3;28/05/2009;Mame 0.195;28/02/2018;0;0;1;3;1;RASTER;0;HORIZONTAL;640;480;60.000000;joystick (analog),paddle,pedal;CRT 31kHz;M68EC020,TMS32025,M37710S4;maincpu M68EC020 @24.576 MHz, master TMS32025 @49.152 MHz, slave TMS32025 @49.152 MHz, mcu M37710S4 @16.384 MHz;Speaker,Namco C352;lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @24.576 MHz, tank Speaker;IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;UNKNOWN;GOOD;GOOD;-;Driving / Boat;Driving;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;1P;-;https://www.youtube.com/watch?v=TrrNYPjlZe4;-;0;NO;NO;NO;NO;English;70 to 80 (Good);1996;1996;NO
ar_airh;SportTime Table Hockey (Arcadia, set 1, V 2.1);1988;Arcadia Systems;YES;ar_bios;NO;-;-;YES;NO;NO;ar_bios;NO;YES;NO;NO;arsystems.cpp;Mame 0.89u5;15/12/2004;Mame 0.195;28/02/2018;0;2;2;2;1;RASTER;0;HORIZONTAL;724;483;59.940059;joystick (8-way);CRT 31kHz;M68000,MOS 8520 CIA;maincpu M68000 @7.15909 MHz, cia_0 MOS 8520 CIA @0.715909 MHz, cia_1 MOS 8520 CIA @0.715909 MHz;Speaker,8364 Paula;lspeaker Speaker, rspeaker Speaker, amiga 8364 Paula @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Misc.;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=WsZzHz8VvCU;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);1988;1988;NO
ar_bowl;SportTime Bowling (Arcadia, V 2.1);1988;Arcadia Systems;YES;ar_bios;NO;-;-;YES;NO;NO;ar_bios;NO;YES;NO;NO;arsystems.cpp;Mame 0.89u5;15/12/2004;Mame 0.195;28/02/2018;0;2;2;2;1;RASTER;0;HORIZONTAL;724;483;59.940059;joystick (8-way);CRT 31kHz;M68000,MOS 8520 CIA;maincpu M68000 @7.15909 MHz, cia_0 MOS 8520 CIA @0.715909 MHz, cia_1 MOS 8520 CIA @0.715909 MHz;Speaker,8364 Paula;lspeaker Speaker, rspeaker Speaker, amiga 8364 Paula @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Bowling;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=5p7CQeXJweQ;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
ar_dart;World Darts (Arcadia, set 1, V 2.1);1987;Arcadia Systems;YES;ar_bios;NO;-;-;YES;NO;NO;ar_bios;NO;YES;NO;NO;arsystems.cpp;Mame 0.89u5;15/12/2004;Mame 0.195;28/02/2018;0;2;2;2;1;RASTER;0;HORIZONTAL;724;483;59.940059;joystick (8-way);CRT 31kHz;M68000,MOS 8520 CIA;maincpu M68000 @7.15909 MHz, cia_0 MOS 8520 CIA @0.715909 MHz, cia_1 MOS 8520 CIA @0.715909 MHz;Speaker,8364 Paula;lspeaker Speaker, rspeaker Speaker, amiga 8364 Paula @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Darts;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P alt;-;https://www.youtube.com/watch?v=KzJcJb246jY;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
ar_fast;Magic Johnson's Fast Break (Arcadia, V 2.8);1988;Arcadia Systems;YES;ar_bios;NO;-;-;YES;NO;NO;ar_bios;NO;YES;NO;NO;arsystems.cpp;Mame 0.89u5;15/12/2004;Mame 0.195;28/02/2018;0;2;2;2;1;RASTER;0;HORIZONTAL;724;483;59.940059;joystick (8-way);CRT 31kHz;M68000,MOS 8520 CIA;maincpu M68000 @7.15909 MHz, cia_0 MOS 8520 CIA @0.715909 MHz, cia_1 MOS 8520 CIA @0.715909 MHz;Speaker,8364 Paula;lspeaker Speaker, rspeaker Speaker, amiga 8364 Paula @3.579545 MHz;GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;Sports / Basketball;Sports;-;English;-;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;2P sim;-;https://www.youtube.com/watch?v=qS33b0ulqrI;-;0;NO;NO;NO;NO;English;30 to 40 (Amendable);-;30 to 40 (Amendable);NO
